"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.777181643E2,1.795651275E-3,3.711012751E-2,9.938929558E0
1.777201746E2,6.584054790E-3,3.232172132E-2,9.919775963E0
1.777221848E2,2.573766746E-2,4.668693244E-2,9.934141159E0
1.777241951E2,1.137245819E-2,3.232172132E-2,9.910199165E0
1.777262054E2,1.616086066E-2,2.753331885E-2,9.938929558E0
1.777282156E2,2.573766746E-2,2.274491638E-2,9.924564362E0
1.777302259E2,1.137245819E-2,1.795651205E-2,9.938929558E0
1.777322361E2,-7.781155407E-3,3.711012751E-2,9.948506355E0
1.777342464E2,1.795651275E-3,3.232172132E-2,9.943717957E0
1.777362567E2,1.795651275E-3,1.316810958E-2,9.914987564E0
1.777382669E2,3.052607179E-2,4.668693244E-2,9.910199165E0
1.777402772E2,2.094926499E-2,4.189852998E-2,9.905410767E0
1.777422874E2,1.616086066E-2,1.316810958E-2,9.924564362E0
1.777442977E2,2.094926499E-2,4.189852998E-2,9.953294754E0
1.777463080E2,6.584054790E-3,3.232172132E-2,9.929352760E0
1.777483182E2,-2.992752008E-3,3.711012751E-2,9.929352760E0
1.777503285E2,-7.781155407E-3,5.147533491E-2,9.924564362E0
1.777523387E2,1.795651275E-3,1.795651205E-2,9.924564362E0
1.777543490E2,1.137245819E-2,4.189852998E-2,9.924564362E0
1.777563593E2,2.094926499E-2,2.753331885E-2,9.934141159E0
1.777583695E2,2.094926499E-2,2.753331885E-2,9.914987564E0
1.777603798E2,1.795651275E-3,1.316810958E-2,9.919775963E0
1.777623900E2,3.052607179E-2,2.274491638E-2,9.948506355E0
1.777644003E2,1.137245819E-2,2.753331885E-2,9.929352760E0
1.777664106E2,1.616086066E-2,2.753331885E-2,9.938929558E0
1.777684208E2,6.584054790E-3,4.668693244E-2,9.924564362E0
1.777704311E2,-1.256955881E-2,3.711012751E-2,9.934141159E0
1.777724413E2,1.137245819E-2,3.711012751E-2,9.905410767E0
1.777744516E2,2.094926499E-2,5.147533491E-2,9.919775963E0
1.777764619E2,1.616086066E-2,3.232172132E-2,9.919775963E0
1.777784721E2,2.094926499E-2,3.232172132E-2,9.938929558E0
1.777804824E2,1.137245819E-2,2.753331885E-2,9.943717957E0
1.777824926E2,6.584054790E-3,1.316810958E-2,9.948506355E0
1.777845029E2,6.584054790E-3,1.795651205E-2,9.948506355E0
1.777865132E2,1.137245819E-2,3.711012751E-2,9.958083153E0
1.777885234E2,-7.781155407E-3,3.711012751E-2,9.929352760E0
1.777905337E2,6.584054790E-3,3.711012751E-2,9.919775963E0
1.777925440E2,1.616086066E-2,4.189852998E-2,9.934141159E0
1.777945542E2,2.094926499E-2,4.189852998E-2,9.910199165E0
1.777965645E2,4.010287672E-2,3.232172132E-2,9.914987564E0
1.777985747E2,1.137245819E-2,2.753331885E-2,9.929352760E0
1.778005850E2,2.573766746E-2,-1.197100850E-3,9.929352760E0
1.778025953E2,1.137245819E-2,2.753331885E-2,9.924564362E0
1.778046055E2,1.137245819E-2,3.711012751E-2,9.914987564E0
1.778066158E2,-2.992752008E-3,2.753331885E-2,9.924564362E0
1.778086260E2,2.573766746E-2,4.668693244E-2,9.900622368E0
1.778106363E2,6.584054790E-3,4.189852998E-2,9.905410767E0
1.778126466E2,1.616086066E-2,2.753331885E-2,9.919775963E0
1.778146568E2,1.137245819E-2,3.711012751E-2,9.924564362E0
1.778166671E2,6.584054790E-3,3.232172132E-2,9.934141159E0
1.778186773E2,1.616086066E-2,2.753331885E-2,9.953294754E0
1.778206876E2,1.616086066E-2,3.711012751E-2,9.929352760E0
1.778226979E2,2.094926499E-2,2.753331885E-2,9.919775963E0
1.778247081E2,1.137245819E-2,2.274491638E-2,9.929352760E0
1.778267184E2,1.616086066E-2,3.232172132E-2,9.924564362E0
1.778287286E2,2.094926499E-2,4.189852998E-2,9.924564362E0
1.778307389E2,1.795651275E-3,2.274491638E-2,9.929352760E0
1.778327492E2,1.137245819E-2,3.232172132E-2,9.948506355E0
1.778347594E2,2.094926499E-2,2.274491638E-2,9.943717957E0
1.778367697E2,2.094926499E-2,2.274491638E-2,9.934141159E0
1.778387799E2,1.795651275E-3,3.711012751E-2,9.914987564E0
1.778407902E2,3.052607179E-2,4.668693244E-2,9.914987564E0
1.778428005E2,1.616086066E-2,2.753331885E-2,9.924564362E0
1.778448107E2,1.795651275E-3,5.147533491E-2,9.929352760E0
1.778468210E2,-2.992752008E-3,3.232172132E-2,9.914987564E0
1.778488312E2,1.137245819E-2,3.232172132E-2,9.914987564E0
1.778508415E2,6.584054790E-3,3.711012751E-2,9.924564362E0
1.778528518E2,1.137245819E-2,3.232172132E-2,9.924564362E0
1.778548620E2,1.795651275E-3,1.795651205E-2,9.924564362E0
1.778568723E2,6.584054790E-3,2.753331885E-2,9.924564362E0
1.778588825E2,6.584054790E-3,3.711012751E-2,9.914987564E0
1.778608928E2,6.584054790E-3,2.274491638E-2,9.934141159E0
1.778629031E2,-7.781155407E-3,4.668693244E-2,9.924564362E0
1.778649133E2,1.137245819E-2,4.189852998E-2,9.929352760E0
1.778669236E2,6.584054790E-3,4.668693244E-2,9.934141159E0
1.778689338E2,6.584054790E-3,4.668693244E-2,9.924564362E0
1.778709441E2,1.137245819E-2,2.274491638E-2,9.924564362E0
1.778729544E2,3.052607179E-2,2.274491638E-2,9.934141159E0
1.778749646E2,2.573766746E-2,1.795651205E-2,9.910199165E0
1.778769749E2,1.137245819E-2,2.274491638E-2,9.934141159E0
1.778789851E2,1.137245819E-2,1.795651205E-2,9.929352760E0
1.778809954E2,-2.992752008E-3,4.189852998E-2,9.924564362E0
1.778830057E2,-2.992752008E-3,2.274491638E-2,9.919775963E0
1.778850159E2,6.584054790E-3,3.232172132E-2,9.919775963E0
1.778870262E2,6.584054790E-3,4.189852998E-2,9.914987564E0
1.778890365E2,1.616086066E-2,3.232172132E-2,9.910199165E0
1.778910467E2,2.573766746E-2,3.232172132E-2,9.924564362E0
1.778930570E2,1.137245819E-2,1.795651205E-2,9.934141159E0
1.778950672E2,1.137245819E-2,2.274491638E-2,9.934141159E0
1.778970775E2,1.795651275E-3,2.753331885E-2,9.953294754E0
1.778990878E2,-1.256955881E-2,2.274491638E-2,9.938929558E0
1.779010980E2,1.795651275E-3,3.711012751E-2,9.919775963E0
1.779031083E2,6.584054790E-3,5.626374111E-2,9.905410767E0
1.779051185E2,2.573766746E-2,4.189852998E-2,9.914987564E0
1.779071288E2,3.052607179E-2,3.711012751E-2,9.919775963E0
1.779091391E2,3.052607179E-2,4.668693244E-2,9.924564362E0
1.779111493E2,1.616086066E-2,4.189852998E-2,9.948506355E0
1.779131596E2,1.795651275E-3,1.316810958E-2,9.948506355E0
1.779151698E2,6.584054790E-3,3.232172132E-2,9.953294754E0
1.779171801E2,-2.992752008E-3,2.753331885E-2,9.924564362E0
1.779191904E2,1.795651275E-3,3.232172132E-2,9.929352760E0
1.779212006E2,-7.781155407E-3,5.147533491E-2,9.910199165E0
1.779232109E2,2.573766746E-2,3.711012751E-2,9.900622368E0
1.779252212E2,1.616086066E-2,4.189852998E-2,9.910199165E0
1.779272316E2,2.094926499E-2,2.753331885E-2,9.929352760E0
1.779292419E2,2.094926499E-2,2.753331885E-2,9.943717957E0
1.779312522E2,1.137245819E-2,3.232172132E-2,9.938929558E0
1.779332625E2,6.584054790E-3,4.189852998E-2,9.938929558E0
1.779352728E2,1.137245819E-2,2.274491638E-2,9.934141159E0
1.779372831E2,1.616086066E-2,3.711012751E-2,9.914987564E0
1.779392934E2,1.137245819E-2,4.189852998E-2,9.924564362E0
1.779413037E2,1.616086066E-2,3.711012751E-2,9.910199165E0
1.779433141E2,1.795651275E-3,2.753331885E-2,9.924564362E0
1.779453244E2,1.137245819E-2,3.711012751E-2,9.948506355E0
1.779473347E2,6.584054790E-3,3.711012751E-2,9.953294754E0
1.779493450E2,-2.992752008E-3,3.591302549E-3,9.953294754E0
1.779513553E2,1.616086066E-2,8.379706182E-3,9.929352760E0
1.779533656E2,-2.992752008E-3,8.379706182E-3,9.934141159E0
1.779553759E2,1.795651275E-3,3.711012751E-2,9.910199165E0
1.779573862E2,2.573766746E-2,2.753331885E-2,9.914987564E0
1.779593966E2,2.094926499E-2,4.189852998E-2,9.929352760E0
1.779614069E2,6.584054790E-3,3.232172132E-2,9.919775963E0
1.779634172E2,1.137245819E-2,2.753331885E-2,9.953294754E0
1.779654275E2,2.094926499E-2,4.668693244E-2,9.943717957E0
1.779674378E2,2.573766746E-2,1.316810958E-2,9.948506355E0
1.779694481E2,1.616086066E-2,2.753331885E-2,9.929352760E0
1.779714584E2,1.616086066E-2,3.232172132E-2,9.919775963E0
1.779734687E2,-2.992752008E-3,2.753331885E-2,9.914987564E0
1.779754791E2,1.795651275E-3,3.232172132E-2,9.919775963E0
1.779774894E2,1.137245819E-2,1.795651205E-2,9.914987564E0
1.779794997E2,6.584054790E-3,4.189852998E-2,9.929352760E0
1.779815100E2,-2.992752008E-3,4.189852998E-2,9.934141159E0
1.779835203E2,1.616086066E-2,4.189852998E-2,9.929352760E0
1.779855306E2,1.137245819E-2,4.189852998E-2,9.934141159E0
1.779875409E2,2.094926499E-2,4.668693244E-2,9.934141159E0
1.779895511E2,2.094926499E-2,3.711012751E-2,9.924564362E0
1.779915614E2,2.094926499E-2,1.795651205E-2,9.919775963E0
1.779935717E2,1.137245819E-2,3.232172132E-2,9.929352760E0
1.779955819E2,6.584054790E-3,2.753331885E-2,9.934141159E0
1.779975922E2,-7.781155407E-3,4.189852998E-2,9.934141159E0
1.779996024E2,-7.781155407E-3,4.189852998E-2,9.938929558E0
1.780016127E2,6.584054790E-3,5.147533491E-2,9.924564362E0
1.780036230E2,1.616086066E-2,3.232172132E-2,9.924564362E0
1.780056332E2,1.137245819E-2,3.711012751E-2,9.934141159E0
1.780076435E2,2.573766746E-2,2.274491638E-2,9.929352760E0
1.780096537E2,1.616086066E-2,3.232172132E-2,9.934141159E0
1.780116640E2,2.573766746E-2,2.753331885E-2,9.919775963E0
1.780136743E2,6.584054790E-3,3.232172132E-2,9.910199165E0
1.780156845E2,1.795651275E-3,4.668693244E-2,9.924564362E0
1.780176948E2,-2.992752008E-3,3.232172132E-2,9.929352760E0
1.780197050E2,1.795651275E-3,2.753331885E-2,9.914987564E0
1.780217153E2,1.616086066E-2,2.753331885E-2,9.910199165E0
1.780237256E2,2.573766746E-2,2.753331885E-2,9.919775963E0
1.780257358E2,3.531447425E-2,1.795651205E-2,9.953294754E0
1.780277461E2,1.616086066E-2,3.711012751E-2,9.919775963E0
1.780297563E2,-2.992752008E-3,2.274491638E-2,9.929352760E0
1.780317666E2,6.584054790E-3,3.711012751E-2,9.934141159E0
1.780337769E2,6.584054790E-3,4.668693244E-2,9.938929558E0
1.780357871E2,1.616086066E-2,3.711012751E-2,9.924564362E0
1.780377974E2,1.616086066E-2,3.711012751E-2,9.910199165E0
1.780398076E2,2.094926499E-2,3.711012751E-2,9.934141159E0
1.780418179E2,1.795651275E-3,2.753331885E-2,9.919775963E0
1.780438282E2,6.584054790E-3,2.274491638E-2,9.943717957E0
1.780458384E2,1.137245819E-2,4.189852998E-2,9.934141159E0
1.780478487E2,-7.781155407E-3,2.274491638E-2,9.934141159E0
1.780498590E2,1.137245819E-2,4.189852998E-2,9.938929558E0
1.780518692E2,1.795651275E-3,2.274491638E-2,9.919775963E0
1.780538795E2,1.137245819E-2,2.753331885E-2,9.938929558E0
1.780558897E2,1.137245819E-2,6.105214357E-2,9.929352760E0
1.780579000E2,3.052607179E-2,3.711012751E-2,9.924564362E0
1.780599103E2,1.616086066E-2,4.189852998E-2,9.934141159E0
1.780619205E2,2.573766746E-2,3.711012751E-2,9.929352760E0
1.780639308E2,6.584054790E-3,8.379706182E-3,9.938929558E0
1.780659410E2,1.616086066E-2,1.795651205E-2,9.929352760E0
1.780679513E2,1.137245819E-2,2.274491638E-2,9.938929558E0
1.780699616E2,6.584054790E-3,2.753331885E-2,9.914987564E0
1.780719718E2,2.094926499E-2,4.189852998E-2,9.934141159E0
1.780739821E2,6.584054790E-3,5.626374111E-2,9.919775963E0
1.780759923E2,2.094926499E-2,3.711012751E-2,9.924564362E0
1.780780026E2,2.094926499E-2,3.711012751E-2,9.929352760E0
1.780800129E2,2.094926499E-2,2.753331885E-2,9.934141159E0
1.780820231E2,6.584054790E-3,1.795651205E-2,9.929352760E0
1.780840334E2,-2.992752008E-3,1.316810958E-2,9.934141159E0
1.780860436E2,2.094926499E-2,4.189852998E-2,9.929352760E0
1.780880539E2,1.616086066E-2,3.711012751E-2,9.905410767E0
1.780900642E2,3.052607179E-2,3.232172132E-2,9.924564362E0
1.780920744E2,1.137245819E-2,3.232172132E-2,9.924564362E0
1.780940847E2,1.616086066E-2,3.711012751E-2,9.914987564E0
1.780960949E2,3.052607179E-2,4.189852998E-2,9.953294754E0
1.780981052E2,1.616086066E-2,2.274491638E-2,9.948506355E0
1.781001155E2,1.137245819E-2,1.795651205E-2,9.958083153E0
1.781021257E2,6.584054790E-3,3.711012751E-2,9.938929558E0
1.781041360E2,1.137245819E-2,3.232172132E-2,9.929352760E0
1.781061462E2,2.094926499E-2,6.105214357E-2,9.924564362E0
1.781081565E2,6.584054790E-3,4.189852998E-2,9.910199165E0
1.781101668E2,3.531447425E-2,3.711012751E-2,9.914987564E0
1.781121770E2,1.616086066E-2,5.147533491E-2,9.929352760E0
1.781141873E2,2.573766746E-2,1.795651205E-2,9.924564362E0
1.781161975E2,1.795651275E-3,2.274491638E-2,9.934141159E0
1.781182078E2,1.616086066E-2,2.274491638E-2,9.938929558E0
1.781202181E2,1.137245819E-2,2.274491638E-2,9.934141159E0
1.781222283E2,1.137245819E-2,1.795651205E-2,9.924564362E0
1.781242386E2,1.795651275E-3,3.232172132E-2,9.914987564E0
1.781262488E2,1.795651275E-3,3.232172132E-2,9.905410767E0
1.781282591E2,2.094926499E-2,4.189852998E-2,9.929352760E0
1.781302694E2,-2.992752008E-3,3.711012751E-2,9.919775963E0
1.781322796E2,1.137245819E-2,4.668693244E-2,9.919775963E0
1.781342899E2,2.094926499E-2,3.711012751E-2,9.948506355E0
1.781363001E2,1.137245819E-2,2.753331885E-2,9.934141159E0
1.781383104E2,2.573766746E-2,4.189852998E-2,9.929352760E0
1.781403207E2,2.094926499E-2,3.232172132E-2,9.934141159E0
1.781423309E2,2.573766746E-2,3.232172132E-2,9.905410767E0
1.781443412E2,1.616086066E-2,4.189852998E-2,9.905410767E0
1.781463481E2,1.795651275E-3,3.232172132E-2,9.929352760E0
1.781483550E2,6.584054790E-3,3.232172132E-2,9.953294754E0
1.781503624E2,1.137245819E-2,3.232172132E-2,9.934141159E0
1.781523703E2,-1.735796221E-2,3.711012751E-2,9.938929558E0
1.781543787E2,1.137245819E-2,1.795651205E-2,9.919775963E0
1.781563878E2,1.137245819E-2,3.711012751E-2,9.929352760E0
1.781583975E2,1.616086066E-2,3.232172132E-2,9.924564362E0
1.781604079E2,1.616086066E-2,3.232172132E-2,9.914987564E0
1.781624190E2,1.795651275E-3,3.711012751E-2,9.929352760E0
1.781644306E2,6.584054790E-3,3.232172132E-2,9.934141159E0
1.781664426E2,1.795651275E-3,1.795651205E-2,9.929352760E0
1.781684551E2,1.616086066E-2,4.668693244E-2,9.934141159E0
1.781704680E2,1.616086066E-2,3.232172132E-2,9.924564362E0
1.781724809E2,2.573766746E-2,2.753331885E-2,9.919775963E0
1.781744940E2,3.052607179E-2,3.711012751E-2,9.929352760E0
1.781765065E2,2.094926499E-2,2.274491638E-2,9.938929558E0
1.781785167E2,3.531447425E-2,2.753331885E-2,9.934141159E0
1.781805270E2,1.137245819E-2,2.274491638E-2,9.924564362E0
1.781825372E2,-1.256955881E-2,4.668693244E-2,9.943717957E0
1.781845475E2,-2.992752008E-3,4.189852998E-2,9.929352760E0
1.781865578E2,1.795651275E-3,4.668693244E-2,9.924564362E0
1.781885680E2,1.795651275E-3,4.189852998E-2,9.929352760E0
1.781905783E2,2.094926499E-2,3.232172132E-2,9.948506355E0
1.781925885E2,2.094926499E-2,3.232172132E-2,9.948506355E0
1.781945988E2,1.137245819E-2,8.379706182E-3,9.934141159E0
1.781966091E2,1.616086066E-2,3.232172132E-2,9.929352760E0
1.781986193E2,1.795651275E-3,3.232172132E-2,9.938929558E0
1.782006296E2,2.094926499E-2,2.753331885E-2,9.914987564E0
1.782026398E2,1.137245819E-2,4.189852998E-2,9.905410767E0
1.782046501E2,1.795651275E-3,4.189852998E-2,9.914987564E0
1.782066604E2,6.584054790E-3,3.232172132E-2,9.914987564E0
1.782086706E2,2.094926499E-2,4.189852998E-2,9.924564362E0
1.782106809E2,2.094926499E-2,2.753331885E-2,9.919775963E0
1.782126911E2,1.137245819E-2,2.274491638E-2,9.943717957E0
1.782147014E2,-2.992752008E-3,2.274491638E-2,9.938929558E0
1.782167117E2,-2.992752008E-3,2.753331885E-2,9.929352760E0
1.782187219E2,1.795651275E-3,1.795651205E-2,9.929352760E0
1.782207322E2,-7.781155407E-3,1.795651205E-2,9.924564362E0
1.782227424E2,3.052607179E-2,5.147533491E-2,9.924564362E0
1.782247527E2,3.531447425E-2,4.189852998E-2,9.891045570E0
1.782267630E2,1.137245819E-2,4.668693244E-2,9.938929558E0
1.782287732E2,6.584054790E-3,3.711012751E-2,9.938929558E0
1.782307835E2,1.795651275E-3,3.711012751E-2,9.948506355E0
1.782327937E2,6.584054790E-3,4.189852998E-2,9.953294754E0
1.782348040E2,-7.781155407E-3,1.316810958E-2,9.938929558E0
1.782368143E2,-2.992752008E-3,2.753331885E-2,9.919775963E0
1.782388245E2,6.584054790E-3,2.753331885E-2,9.919775963E0
1.782408348E2,1.616086066E-2,4.668693244E-2,9.905410767E0
1.782428450E2,6.584054790E-3,2.753331885E-2,9.929352760E0
1.782448553E2,6.584054790E-3,4.668693244E-2,9.919775963E0
1.782468656E2,2.573766746E-2,3.232172132E-2,9.938929558E0
1.782488758E2,2.573766746E-2,2.753331885E-2,9.929352760E0
1.782508861E2,1.137245819E-2,3.232172132E-2,9.948506355E0
1.782528963E2,-2.992752008E-3,2.274491638E-2,9.919775963E0
1.782549066E2,2.094926499E-2,3.711012751E-2,9.934141159E0
1.782569169E2,2.094926499E-2,4.189852998E-2,9.910199165E0
1.782589271E2,2.094926499E-2,4.668693244E-2,9.934141159E0
1.782609374E2,1.137245819E-2,4.189852998E-2,9.938929558E0
1.782629476E2,2.094926499E-2,3.232172132E-2,9.953294754E0
1.782649579E2,-7.781155407E-3,3.232172132E-2,9.953294754E0
1.782669682E2,6.584054790E-3,1.316810958E-2,9.953294754E0
1.782689784E2,1.616086066E-2,2.753331885E-2,9.924564362E0
1.782709887E2,1.795651275E-3,2.274491638E-2,9.919775963E0
1.782729990E2,1.616086066E-2,3.232172132E-2,9.914987564E0
1.782750092E2,1.137245819E-2,2.753331885E-2,9.924564362E0
1.782770195E2,1.795651275E-3,2.274491638E-2,9.910199165E0
1.782790297E2,1.616086066E-2,3.232172132E-2,9.929352760E0
1.782810400E2,1.137245819E-2,3.232172132E-2,9.914987564E0
1.782830503E2,1.616086066E-2,3.711012751E-2,9.938929558E0
1.782850605E2,1.137245819E-2,4.668693244E-2,9.934141159E0
1.782870708E2,2.094926499E-2,3.232172132E-2,9.943717957E0
1.782890810E2,3.052607179E-2,8.379706182E-3,9.929352760E0
1.782910913E2,3.052607179E-2,3.711012751E-2,9.934141159E0
1.782931016E2,1.137245819E-2,2.753331885E-2,9.914987564E0
1.782951118E2,6.584054790E-3,2.753331885E-2,9.938929558E0
1.782971221E2,1.795651275E-3,4.189852998E-2,9.924564362E0
1.782991323E2,1.137245819E-2,4.189852998E-2,9.938929558E0
1.783011426E2,6.584054790E-3,3.711012751E-2,9.934141159E0
1.783031529E2,2.094926499E-2,4.189852998E-2,9.929352760E0
1.783051631E2,1.616086066E-2,4.189852998E-2,9.919775963E0
1.783071734E2,3.052607179E-2,3.711012751E-2,9.914987564E0
1.783091836E2,2.094926499E-2,1.795651205E-2,9.914987564E0
1.783111939E2,6.584054790E-3,3.232172132E-2,9.929352760E0
1.783132042E2,6.584054790E-3,4.189852998E-2,9.924564362E0
1.783152144E2,6.584054790E-3,2.274491638E-2,9.948506355E0
1.783172247E2,-7.781155407E-3,2.274491638E-2,9.934141159E0
1.783192349E2,-7.781155407E-3,3.232172132E-2,9.905410767E0
1.783212452E2,1.616086066E-2,3.232172132E-2,9.905410767E0
1.783232555E2,1.616086066E-2,3.232172132E-2,9.924564362E0
1.783252657E2,3.052607179E-2,2.753331885E-2,9.924564362E0
1.783272760E2,3.531447425E-2,3.711012751E-2,9.934141159E0
1.783292862E2,1.616086066E-2,2.753331885E-2,9.938929558E0
1.783312965E2,-2.992752008E-3,2.753331885E-2,9.938929558E0
1.783333068E2,1.795651275E-3,3.711012751E-2,9.934141159E0
1.783353170E2,-2.992752008E-3,2.753331885E-2,9.934141159E0
1.783373273E2,6.584054790E-3,3.711012751E-2,9.919775963E0
1.783393375E2,-2.992752008E-3,4.189852998E-2,9.929352760E0
1.783413478E2,1.616086066E-2,3.232172132E-2,9.938929558E0
1.783433581E2,3.531447425E-2,1.316810958E-2,9.943717957E0
1.783453683E2,2.094926499E-2,2.753331885E-2,9.938929558E0
1.783473786E2,1.137245819E-2,2.753331885E-2,9.919775963E0
1.783493888E2,-2.992752008E-3,4.189852998E-2,9.943717957E0
1.783513991E2,6.584054790E-3,3.232172132E-2,9.948506355E0
1.783534094E2,-2.992752008E-3,4.189852998E-2,9.924564362E0
1.783554196E2,6.584054790E-3,4.668693244E-2,9.895833969E0
1.783574299E2,2.573766746E-2,4.189852998E-2,9.914987564E0
1.783594401E2,2.094926499E-2,3.711012751E-2,9.934141159E0
1.783614504E2,2.094926499E-2,4.668693244E-2,9.919775963E0
1.783634607E2,3.052607179E-2,2.753331885E-2,9.934141159E0
1.783654709E2,1.137245819E-2,1.795651205E-2,9.938929558E0
1.783674812E2,6.584054790E-3,2.753331885E-2,9.938929558E0
1.783694915E2,1.137245819E-2,3.711012751E-2,9.924564362E0
1.783715017E2,-7.781155407E-3,3.711012751E-2,9.919775963E0
1.783735120E2,2.094926499E-2,3.711012751E-2,9.929352760E0
1.783755222E2,2.094926499E-2,4.189852998E-2,9.929352760E0
1.783775325E2,3.531447425E-2,4.668693244E-2,9.910199165E0
1.783795428E2,1.616086066E-2,3.711012751E-2,9.924564362E0
1.783815530E2,1.137245819E-2,3.711012751E-2,9.934141159E0
1.783835633E2,2.094926499E-2,3.232172132E-2,9.938929558E0
1.783855735E2,1.795651275E-3,1.316810958E-2,9.929352760E0
1.783875838E2,1.795651275E-3,4.668693244E-2,9.919775963E0
1.783895941E2,1.137245819E-2,2.753331885E-2,9.914987564E0
1.783916043E2,1.616086066E-2,4.189852998E-2,9.905410767E0
1.783936146E2,2.094926499E-2,2.274491638E-2,9.910199165E0
1.783956248E2,2.094926499E-2,3.711012751E-2,9.914987564E0
1.783976351E2,2.094926499E-2,3.711012751E-2,9.924564362E0
1.783996454E2,1.795651275E-3,2.753331885E-2,9.938929558E0
1.784016557E2,1.137245819E-2,3.232172132E-2,9.938929558E0
1.784036660E2,1.137245819E-2,1.316810958E-2,9.929352760E0
1.784056763E2,1.616086066E-2,5.147533491E-2,9.929352760E0
1.784076867E2,1.137245819E-2,3.711012751E-2,9.910199165E0
1.784096970E2,1.137245819E-2,5.147533491E-2,9.914987564E0
1.784117073E2,1.616086066E-2,3.711012751E-2,9.938929558E0
1.784137176E2,2.094926499E-2,4.668693244E-2,9.938929558E0
1.784157279E2,6.584054790E-3,2.274491638E-2,9.948506355E0
1.784177382E2,1.137245819E-2,1.316810958E-2,9.962871552E0
1.784197485E2,2.094926499E-2,3.232172132E-2,9.938929558E0
1.784217588E2,1.795651275E-3,2.274491638E-2,9.929352760E0
1.784237692E2,1.616086066E-2,4.189852998E-2,9.919775963E0
1.784257795E2,1.137245819E-2,3.232172132E-2,9.910199165E0
1.784277898E2,6.584054790E-3,2.753331885E-2,9.938929558E0
1.784298001E2,1.795651275E-3,4.668693244E-2,9.914987564E0
1.784318104E2,6.584054790E-3,4.189852998E-2,9.929352760E0
1.784338207E2,1.616086066E-2,3.232172132E-2,9.929352760E0
1.784358310E2,1.616086066E-2,1.795651205E-2,9.938929558E0
1.784378413E2,2.573766746E-2,8.379706182E-3,9.934141159E0
1.784398517E2,6.584054790E-3,1.316810958E-2,9.914987564E0
1.784418620E2,1.137245819E-2,2.753331885E-2,9.929352760E0
1.784438723E2,6.584054790E-3,2.274491638E-2,9.924564362E0
1.784458826E2,-7.781155407E-3,5.626374111E-2,9.919775963E0
1.784478929E2,6.584054790E-3,2.753331885E-2,9.919775963E0
1.784499032E2,1.137245819E-2,2.753331885E-2,9.943717957E0
1.784519135E2,6.584054790E-3,6.105214357E-2,9.948506355E0
1.784539238E2,2.094926499E-2,3.711012751E-2,9.953294754E0
1.784559342E2,1.616086066E-2,3.232172132E-2,9.943717957E0
1.784579445E2,2.094926499E-2,3.232172132E-2,9.924564362E0
1.784599548E2,2.573766746E-2,3.232172132E-2,9.924564362E0
1.784619650E2,1.795651275E-3,2.274491638E-2,9.934141159E0
1.784639753E2,1.137245819E-2,4.189852998E-2,9.924564362E0
1.784659856E2,-2.992752008E-3,2.753331885E-2,9.929352760E0
1.784679958E2,1.137245819E-2,4.668693244E-2,9.929352760E0
1.784700061E2,2.094926499E-2,5.626374111E-2,9.914987564E0
1.784720163E2,1.137245819E-2,4.189852998E-2,9.919775963E0
1.784740266E2,2.094926499E-2,2.753331885E-2,9.919775963E0
1.784760369E2,3.531447425E-2,3.711012751E-2,9.953294754E0
1.784780471E2,3.052607179E-2,3.232172132E-2,9.938929558E0
1.784800574E2,-1.256955881E-2,3.711012751E-2,9.938929558E0
1.784820676E2,6.584054790E-3,5.147533491E-2,9.924564362E0
1.784840779E2,1.795651275E-3,4.189852998E-2,9.929352760E0
1.784860882E2,1.795651275E-3,4.668693244E-2,9.905410767E0
1.784880984E2,1.616086066E-2,2.274491638E-2,9.905410767E0
1.784901087E2,3.052607179E-2,3.711012751E-2,9.924564362E0
1.784921190E2,2.573766746E-2,2.274491638E-2,9.948506355E0
1.784941292E2,1.616086066E-2,2.274491638E-2,9.914987564E0
1.784961395E2,3.052607179E-2,1.795651205E-2,9.914987564E0
1.784981497E2,1.137245819E-2,3.711012751E-2,9.943717957E0
1.785001600E2,1.137245819E-2,1.795651205E-2,9.934141159E0
1.785021703E2,6.584054790E-3,2.753331885E-2,9.914987564E0
1.785041805E2,1.795651275E-3,2.753331885E-2,9.910199165E0
1.785061908E2,1.795651275E-3,1.795651205E-2,9.934141159E0
1.785082010E2,2.094926499E-2,4.189852998E-2,9.943717957E0
1.785102113E2,1.137245819E-2,2.274491638E-2,9.953294754E0
1.785122216E2,-2.992752008E-3,2.753331885E-2,9.934141159E0
1.785142318E2,2.094926499E-2,3.232172132E-2,9.948506355E0
1.785162421E2,1.616086066E-2,3.711012751E-2,9.929352760E0
1.785182523E2,6.584054790E-3,4.189852998E-2,9.919775963E0
1.785202626E2,1.137245819E-2,5.147533491E-2,9.919775963E0
1.785222729E2,2.094926499E-2,3.711012751E-2,9.919775963E0
1.785242831E2,1.137245819E-2,2.274491638E-2,9.943717957E0
1.785262934E2,6.584054790E-3,2.753331885E-2,9.948506355E0
1.785283036E2,1.616086066E-2,2.753331885E-2,9.943717957E0
1.785303139E2,1.616086066E-2,3.232172132E-2,9.919775963E0
1.785323242E2,6.584054790E-3,2.753331885E-2,9.900622368E0
1.785343344E2,1.616086066E-2,3.232172132E-2,9.924564362E0
1.785363447E2,2.094926499E-2,3.232172132E-2,9.905410767E0
