"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
5.037820619E1,2.787083558E-2,5.576448748E-4,1.336615300E-3,9.996104836E-1,1.768058239E2,1.548864286E-1,-5.960768388E-2,1.768057400E2
5.038320619E1,2.787296652E-2,5.592340021E-4,1.336091897E-3,9.996104240E-1,1.768055796E2,1.548316773E-1,-5.979105517E-2,1.768054955E2
5.038820619E1,2.786881256E-2,5.553238443E-4,1.335186535E-3,9.996105433E-1,1.768060558E2,1.547152340E-1,-5.934669329E-2,1.768059723E2
5.039320619E1,2.787279348E-2,5.592302768E-4,1.339698443E-3,9.996104240E-1,1.768055994E2,1.552447749E-1,-5.977913568E-2,1.768055151E2
5.039820619E1,2.787501378E-2,5.611919914E-4,1.337153721E-3,9.996103644E-1,1.768053449E2,1.549596835E-1,-6.001162793E-2,1.768052604E2
5.040320619E1,2.787955061E-2,5.634628469E-4,1.330715138E-3,9.996102452E-1,1.768048248E2,1.542296900E-1,-6.029161444E-2,1.768047403E2
5.040820619E1,2.787317088E-2,5.598099087E-4,1.331579871E-3,9.996104240E-1,1.768055562E2,1.543166894E-1,-5.987140380E-2,1.768054722E2
5.041320619E1,2.786875282E-2,5.557312979E-4,1.336263493E-3,9.996105433E-1,1.768060626E2,1.548398943E-1,-5.938993572E-2,1.768059790E2
5.041820619E1,2.787316547E-2,5.594359245E-4,1.331850304E-3,9.996104240E-1,1.768055568E2,1.543464718E-1,-5.982770209E-2,1.768054729E2
5.042320619E1,2.787738277E-2,5.629488733E-4,1.331574749E-3,9.996103048E-1,1.768050733E2,1.543263832E-1,-6.023032870E-2,1.768049889E2
5.042820619E1,2.787727619E-2,5.622968310E-4,1.334079192E-3,9.996103048E-1,1.768050856E2,1.546111705E-1,-6.014765505E-2,1.768050010E2
5.043320619E1,2.788156042E-2,5.653671105E-4,1.332571614E-3,9.996101856E-1,1.768045944E2,1.544485498E-1,-6.050350029E-2,1.768045095E2
5.043820619E1,2.788356751E-2,5.668196245E-4,1.334668370E-3,9.996101260E-1,1.768043643E2,1.546934902E-1,-6.066287137E-2,1.768042791E2
5.044320619E1,2.788163355E-2,5.653343396E-4,1.331054489E-3,9.996101856E-1,1.768045860E2,1.542746672E-1,-6.050458253E-2,1.768045012E2
5.044820619E1,2.787735137E-2,5.632767570E-4,1.332093263E-3,9.996103048E-1,1.768050769E2,1.543868231E-1,-6.026623518E-2,1.768049924E2
5.045320619E1,2.788794704E-2,5.716876476E-4,1.330364612E-3,9.996100068E-1,1.768038623E2,1.542163309E-1,-6.123356457E-2,1.768037765E2
5.045820619E1,2.789217835E-2,5.745192175E-4,1.330010244E-3,9.996098876E-1,1.768033772E2,1.541850492E-1,-6.155839195E-2,1.768032910E2
5.046320619E1,2.788578647E-2,5.687520024E-4,1.332125394E-3,9.996100664E-1,1.768041100E2,1.544085095E-1,-6.089200213E-2,1.768040246E2
5.046820619E1,2.788576000E-2,5.698661553E-4,1.332203276E-3,9.996100664E-1,1.768041130E2,1.544209896E-1,-6.101938010E-2,1.768040274E2
5.047320619E1,2.789220245E-2,5.745824892E-4,1.329477294E-3,9.996098876E-1,1.768033745E2,1.541242051E-1,-6.156733927E-2,1.768032883E2
5.047820619E1,2.789656161E-2,5.775870522E-4,1.326341415E-3,9.996097684E-1,1.768028747E2,1.537748732E-1,-6.192085523E-2,1.768027883E2
5.048320619E1,2.788809225E-2,5.708214012E-4,1.327689853E-3,9.996100068E-1,1.768038456E2,1.539071853E-1,-6.114286439E-2,1.768037602E2
5.048820619E1,2.788371076E-2,5.669608363E-4,1.331612235E-3,9.996101260E-1,1.768043479E2,1.543438786E-1,-6.068878993E-2,1.768042628E2
5.049320619E1,2.788148999E-2,5.649918457E-4,1.334203407E-3,9.996101856E-1,1.768046025E2,1.546342637E-1,-6.045531205E-2,1.768045176E2
5.049820619E1,2.788149996E-2,5.651938845E-4,1.333909342E-3,9.996101856E-1,1.768046014E2,1.546012256E-1,-6.047939298E-2,1.768045164E2
5.050320619E1,2.788363382E-2,5.677515874E-4,1.332885702E-3,9.996101260E-1,1.768043567E2,1.544922728E-1,-6.077531077E-2,1.768042714E2
5.050820619E1,2.788555421E-2,5.695181899E-4,1.336652320E-3,9.996100664E-1,1.768041366E2,1.549294904E-1,-6.096533644E-2,1.768040508E2
5.051320619E1,2.788978826E-2,5.716587766E-4,1.336550340E-3,9.996099472E-1,1.768036512E2,1.549249088E-1,-6.121020369E-2,1.768035651E2
5.051820619E1,2.787723904E-2,5.628436338E-4,1.334624714E-3,9.996103048E-1,1.768050898E2,1.546754032E-1,-6.020855266E-2,1.768050052E2
5.052320619E1,2.788165420E-2,5.663546617E-4,1.330188010E-3,9.996101856E-1,1.768045837E2,1.541786759E-1,-6.062422257E-2,1.768044988E2
5.052820619E1,2.788385571E-2,5.681476323E-4,1.328066341E-3,9.996101260E-1,1.768043313E2,1.539415077E-1,-6.083604171E-2,1.768042462E2
5.053320619E1,2.788391846E-2,5.681907642E-4,1.326729776E-3,9.996101260E-1,1.768043241E2,1.537885497E-1,-6.084524346E-2,1.768042391E2
5.053820619E1,2.788382773E-2,5.678635789E-4,1.328775194E-3,9.996101260E-1,1.768043345E2,1.540217954E-1,-6.080124356E-2,1.768042494E2
5.054320619E1,2.787524390E-2,5.615096889E-4,1.332213986E-3,9.996103644E-1,1.768053185E2,1.543948796E-1,-6.006376279E-2,1.768052343E2
5.054820619E1,2.786906262E-2,5.559555721E-4,1.329693012E-3,9.996105433E-1,1.768060271E2,1.540879989E-1,-5.943656144E-2,1.768059439E2
5.055320619E1,2.787534064E-2,5.607161438E-4,1.330523053E-3,9.996103644E-1,1.768053074E2,1.541986588E-1,-5.997825115E-2,1.768052234E2
5.055820619E1,2.787925709E-2,5.643565091E-4,1.336473506E-3,9.996102452E-1,1.768048585E2,1.548921322E-1,-6.037562906E-2,1.768047735E2
5.056320619E1,2.788359324E-2,5.666664802E-4,1.334195724E-3,9.996101260E-1,1.768043614E2,1.546388621E-1,-6.064683543E-2,1.768042762E2
5.056820619E1,2.787955053E-2,5.641094758E-4,1.330442959E-3,9.996102452E-1,1.768048248E2,1.542005786E-1,-6.036655337E-2,1.768047403E2
5.057320619E1,2.787541047E-2,5.616480485E-4,1.328665763E-3,9.996103644E-1,1.768052994E2,1.539888927E-1,-6.009092009E-2,1.768052154E2
5.057820619E1,2.788406013E-2,5.675491993E-4,1.324024168E-3,9.996101260E-1,1.768043079E2,1.534765884E-1,-6.078037780E-2,1.768042231E2
5.058320619E1,2.788622293E-2,5.695759901E-4,1.322602737E-3,9.996100664E-1,1.768040599E2,1.533203763E-1,-6.101675068E-2,1.768039750E2
5.058820619E1,2.788200833E-2,5.672040279E-4,1.322380267E-3,9.996101856E-1,1.768045431E2,1.532870566E-1,-6.074640698E-2,1.768044585E2
5.059320619E1,2.787377150E-2,5.594726535E-4,1.319090487E-3,9.996104240E-1,1.768054873E2,1.528850243E-1,-5.987257294E-2,1.768054042E2
5.059820619E1,2.787363730E-2,5.594259128E-4,1.321943011E-3,9.996104240E-1,1.768055027E2,1.532116156E-1,-5.985812801E-2,1.768054194E2
5.060320619E1,2.787578240E-2,5.611734814E-4,1.321041258E-3,9.996103644E-1,1.768052568E2,1.531140335E-1,-6.006085843E-2,1.768051733E2
5.060820619E1,2.787601470E-2,5.615224945E-4,1.315981383E-3,9.996103644E-1,1.768052302E2,1.525355680E-1,-6.011696472E-2,1.768051469E2
5.061320619E1,2.787581753E-2,5.616112030E-4,1.320113544E-3,9.996103644E-1,1.768052528E2,1.530091670E-1,-6.011395623E-2,1.768051692E2
5.061820619E1,2.787993780E-2,5.641186726E-4,1.322298660E-3,9.996102452E-1,1.768047804E2,1.532677250E-1,-6.039356726E-2,1.768046964E2
5.062320619E1,2.787989176E-2,5.655449932E-4,1.322660130E-3,9.996102452E-1,1.768047857E2,1.533136847E-1,-6.055580010E-2,1.768047014E2
5.062820619E1,2.788224231E-2,5.668188096E-4,1.317603397E-3,9.996101856E-1,1.768045163E2,1.527386631E-1,-6.071750839E-2,1.768044320E2
5.063320619E1,2.788240623E-2,5.674341810E-4,1.313864486E-3,9.996101856E-1,1.768044975E2,1.523123578E-1,-6.079991871E-2,1.768044134E2
5.063820619E1,2.788856665E-2,5.713857827E-4,1.317442628E-3,9.996100068E-1,1.768037913E2,1.527352278E-1,-6.124018843E-2,1.768037063E2
5.064320619E1,2.789069196E-2,5.731855636E-4,1.316893962E-3,9.996099472E-1,1.768035476E2,1.526782626E-1,-6.144777660E-2,1.768034625E2
5.064820619E1,2.789272220E-2,5.751949502E-4,1.318260795E-3,9.996098876E-1,1.768033149E2,1.528413771E-1,-6.167326660E-2,1.768032293E2
5.065320619E1,2.789888663E-2,5.806725239E-4,1.321001560E-3,9.996097088E-1,1.768026082E2,1.531732173E-1,-6.229100054E-2,1.768025216E2
5.065820619E1,2.790525242E-2,5.848265719E-4,1.320020529E-3,9.996095300E-1,1.768018785E2,1.530745242E-1,-6.276899531E-2,1.768017913E2
5.066320619E1,2.790508524E-2,5.839765072E-4,1.323925215E-3,9.996095300E-1,1.768018976E2,1.535190656E-1,-6.265916236E-2,1.768018103E2
5.066820619E1,2.790727687E-2,5.858188961E-4,1.321917516E-3,9.996094704E-1,1.768016464E2,1.532951193E-1,-6.287628627E-2,1.768015589E2
5.067320619E1,2.790720881E-2,5.856951466E-4,1.323408214E-3,9.996094704E-1,1.768016542E2,1.534654744E-1,-6.285735431E-2,1.768015667E2
5.067820619E1,2.790937105E-2,5.877491785E-4,1.321920194E-3,9.996094108E-1,1.768014063E2,1.533017317E-1,-6.309706429E-2,1.768013186E2
5.068320619E1,2.790924159E-2,5.880000535E-4,1.324539306E-3,9.996094108E-1,1.768014212E2,1.536025375E-1,-6.311744450E-2,1.768013332E2
5.068820619E1,2.790920858E-2,5.872133188E-4,1.325583435E-3,9.996094108E-1,1.768014249E2,1.537196210E-1,-6.302399221E-2,1.768013370E2
5.069320619E1,2.790704156E-2,5.856103962E-4,1.326967729E-3,9.996094704E-1,1.768016734E2,1.538729249E-1,-6.283628877E-2,1.768015856E2
5.069820619E1,2.790705212E-2,5.858562654E-4,1.326637110E-3,9.996094704E-1,1.768016722E2,1.538358404E-1,-6.286550800E-2,1.768015844E2
5.070320619E1,2.790891875E-2,5.875919014E-4,1.331504667E-3,9.996094108E-1,1.768014582E2,1.543990735E-1,-6.304846483E-2,1.768013698E2
5.070820619E1,2.790678219E-2,5.850913585E-4,1.332639367E-3,9.996094704E-1,1.768017031E2,1.545209182E-1,-6.275873682E-2,1.768016151E2
5.071320619E1,2.790461536E-2,5.835057818E-4,1.333998400E-3,9.996095300E-1,1.768019515E2,1.546713848E-1,-6.257310316E-2,1.768018636E2
5.071820619E1,2.790475159E-2,5.838098587E-4,1.331012347E-3,9.996095300E-1,1.768019359E2,1.543303221E-1,-6.261746174E-2,1.768018482E2
5.072320619E1,2.790051096E-2,5.811739829E-4,1.331536216E-3,9.996096492E-1,1.768024220E2,1.543816361E-1,-6.231451023E-2,1.768023347E2
5.072820619E1,2.789652760E-2,5.770138814E-4,1.327305799E-3,9.996097684E-1,1.768028786E2,1.538835061E-1,-6.185212260E-2,1.768027922E2
5.073320619E1,2.790077277E-2,5.811222945E-4,1.326061552E-3,9.996096492E-1,1.768023920E2,1.537543804E-1,-6.232605310E-2,1.768023050E2
5.073820619E1,2.790930567E-2,5.888376036E-4,1.322815893E-3,9.996094108E-1,1.768014138E2,1.534078085E-1,-6.321888528E-2,1.768013258E2
5.074320619E1,2.790734594E-2,5.866521387E-4,1.320088399E-3,9.996094704E-1,1.768016385E2,1.530882685E-1,-6.297757058E-2,1.768015510E2
5.074820619E1,2.790534250E-2,5.850283778E-4,1.318025286E-3,9.996095300E-1,1.768018681E2,1.528466260E-1,-6.279847815E-2,1.768017810E2
5.075320619E1,2.791370772E-2,5.917733070E-4,1.318698516E-3,9.996092916E-1,1.768009092E2,1.529458446E-1,-6.356765571E-2,1.768008210E2
5.075820619E1,2.791164497E-2,5.895044305E-4,1.318194554E-3,9.996093512E-1,1.768011456E2,1.528807287E-1,-6.330969067E-2,1.768010578E2
5.076320619E1,2.790737116E-2,5.861071404E-4,1.319797360E-3,9.996094704E-1,1.768016356E2,1.530531895E-1,-6.291606963E-2,1.768015482E2
5.076820619E1,2.790518891E-2,5.851317546E-4,1.321227290E-3,9.996095300E-1,1.768018857E2,1.532137271E-1,-6.280010379E-2,1.768017984E2
5.077320619E1,2.790517052E-2,5.843466497E-4,1.321963035E-3,9.996095300E-1,1.768018879E2,1.532954927E-1,-6.270782256E-2,1.768018006E2
5.077820619E1,2.790116224E-2,5.810175207E-4,1.317887683E-3,9.996096492E-1,1.768023473E2,1.528177767E-1,-6.234012622E-2,1.768022609E2
5.078320619E1,2.789273978E-2,5.749416887E-4,1.317999326E-3,9.996098876E-1,1.768033129E2,1.528106182E-1,-6.164508934E-2,1.768032274E2
5.078820619E1,2.789279394E-2,5.748148542E-4,1.316908048E-3,9.996098876E-1,1.768033067E2,1.526852134E-1,-6.163404069E-2,1.768032212E2
5.079320619E1,2.790122179E-2,5.823667161E-4,1.316030044E-3,9.996096492E-1,1.768023405E2,1.526093073E-1,-6.250060270E-2,1.768022540E2
5.079820619E1,2.789906139E-2,5.809068098E-4,1.317202230E-3,9.996097088E-1,1.768025882E2,1.527387750E-1,-6.232995725E-2,1.768025018E2
5.080320619E1,2.788841512E-2,5.719845067E-4,1.320387353E-3,9.996100068E-1,1.768038086E2,1.530744419E-1,-6.129938262E-2,1.768037234E2
5.080820619E1,2.788832947E-2,5.707888631E-4,1.322711702E-3,9.996100068E-1,1.768038184E2,1.533368628E-1,-6.115501019E-2,1.768037333E2
5.081320619E1,2.789487703E-2,5.772201694E-4,1.316976617E-3,9.996098280E-1,1.768030679E2,1.527008854E-1,-6.190902466E-2,1.768029821E2
5.081820619E1,2.788872926E-2,5.717183813E-4,1.313851215E-3,9.996100068E-1,1.768037726E2,1.523249147E-1,-6.128973952E-2,1.768036879E2
5.082320619E1,2.788857077E-2,5.717164022E-4,1.317212125E-3,9.996100068E-1,1.768037908E2,1.527098813E-1,-6.127879590E-2,1.768037058E2
5.082820619E1,2.789289300E-2,5.745987874E-4,1.314902562E-3,9.996098876E-1,1.768032953E2,1.524548061E-1,-6.161568607E-2,1.768032100E2
5.083320619E1,2.789090175E-2,5.736892927E-4,1.312223263E-3,9.996099472E-1,1.768035236E2,1.521448704E-1,-6.152037342E-2,1.768034386E2
5.083820619E1,2.788880073E-2,5.715600564E-4,1.312402193E-3,9.996100068E-1,1.768037644E2,1.521584318E-1,-6.127622395E-2,1.768036798E2
5.084320619E1,2.789052854E-2,5.735339364E-4,1.320199342E-3,9.996099472E-1,1.768035664E2,1.530579878E-1,-6.147714224E-2,1.768034809E2
5.084820619E1,2.789055742E-2,5.724400980E-4,1.320063835E-3,9.996099472E-1,1.768035630E2,1.530389714E-1,-6.135227513E-2,1.768034778E2
5.085320619E1,2.788647761E-2,5.701608025E-4,1.316968934E-3,9.996100664E-1,1.768040307E2,1.526769247E-1,-6.110170369E-2,1.768039460E2
5.085820619E1,2.788426134E-2,5.689607351E-4,1.319171861E-3,9.996101260E-1,1.768042848E2,1.529252934E-1,-6.095753898E-2,1.768042002E2
5.086320619E1,2.788426466E-2,5.677815643E-4,1.319609699E-3,9.996101260E-1,1.768042844E2,1.529716786E-1,-6.082106904E-2,1.768041999E2
5.086820619E1,2.788677819E-2,5.698626628E-4,1.310718362E-3,9.996100664E-1,1.768039963E2,1.519600052E-1,-6.108748162E-2,1.768039120E2
5.087320619E1,2.788465837E-2,5.691963597E-4,1.310650376E-3,9.996101260E-1,1.768042393E2,1.519499588E-1,-6.101169816E-2,1.768041551E2
5.087820619E1,2.788034807E-2,5.661536125E-4,1.312744105E-3,9.996102452E-1,1.768047334E2,1.521798046E-1,-6.065712668E-2,1.768046496E2
5.088320619E1,2.788029610E-2,5.654934212E-4,1.314131659E-3,9.996102452E-1,1.768047394E2,1.523366324E-1,-6.057707857E-2,1.768046556E2
5.088820619E1,2.788676252E-2,5.713120336E-4,1.310420921E-3,9.996100664E-1,1.768039981E2,1.519305652E-1,-6.125445546E-2,1.768039136E2
5.089320619E1,2.788684944E-2,5.700779147E-4,1.309107989E-3,9.996100664E-1,1.768039881E2,1.517762338E-1,-6.111727347E-2,1.768039039E2
5.089820619E1,2.788256708E-2,5.664413329E-4,1.310875989E-3,9.996101856E-1,1.768044790E2,1.519668711E-1,-6.069571535E-2,1.768043953E2
5.090320619E1,2.788051379E-2,5.651862011E-4,1.309637679E-3,9.996102452E-1,1.768047144E2,1.518208913E-1,-6.055621236E-2,1.768046309E2
5.090820619E1,2.788886194E-2,5.726460367E-4,1.310626976E-3,9.996100068E-1,1.768037574E2,1.519585604E-1,-6.140628376E-2,1.768036727E2
5.091320619E1,2.788684523E-2,5.711764097E-4,1.308718696E-3,9.996100664E-1,1.768039886E2,1.517351518E-1,-6.124434737E-2,1.768039042E2
5.091820619E1,2.788043749E-2,5.655565183E-4,1.311101369E-3,9.996102452E-1,1.768047232E2,1.519897314E-1,-6.059396622E-2,1.768046395E2
5.092320619E1,2.788457869E-2,5.694710417E-4,1.312225359E-3,9.996101260E-1,1.768042484E2,1.521312415E-1,-6.103814150E-2,1.768041641E2
5.092820619E1,2.788882691E-2,5.725744995E-4,1.311403466E-3,9.996100068E-1,1.768037614E2,1.520472744E-1,-6.139561312E-2,1.768036767E2
5.093320619E1,2.787843270E-2,5.632584216E-4,1.309275627E-3,9.996103048E-1,1.768049530E2,1.517731342E-1,-6.033686386E-2,1.768048698E2
5.093820619E1,2.787840827E-2,5.646632053E-4,1.309190877E-3,9.996103048E-1,1.768049558E2,1.517679129E-1,-6.049805199E-2,1.768048724E2
5.094320619E1,2.788872265E-2,5.724084331E-4,1.313691144E-3,9.996100068E-1,1.768037734E2,1.523087841E-1,-6.136929539E-2,1.768036885E2
5.094820619E1,2.788850210E-2,5.720690824E-4,1.318512135E-3,9.996100068E-1,1.768037987E2,1.528599167E-1,-6.131505015E-2,1.768037136E2
5.095320619E1,2.788841730E-2,5.711865961E-4,1.320686657E-3,9.996100068E-1,1.768038084E2,1.531061763E-1,-6.120702756E-2,1.768037233E2
5.095820619E1,2.788812092E-2,5.713446299E-4,1.326862373E-3,9.996100068E-1,1.768038424E2,1.538140739E-1,-6.120543869E-2,1.768037569E2
5.096320619E1,2.788838552E-2,5.708856625E-4,1.321487594E-3,9.996100068E-1,1.768038120E2,1.531969577E-1,-6.117000173E-2,1.768037269E2
5.096820619E1,2.788207012E-2,5.671136896E-4,1.321115531E-3,9.996101856E-1,1.768045360E2,1.531418998E-1,-6.074009054E-2,1.768044515E2
5.097320619E1,2.787390875E-2,5.609254004E-4,1.315568574E-3,9.996104240E-1,1.768054716E2,1.524862479E-1,-6.005020935E-2,1.768053884E2
5.097820619E1,2.787810899E-2,5.638573202E-4,1.315893955E-3,9.996103048E-1,1.768049901E2,1.525331387E-1,-6.038437156E-2,1.768049064E2
5.098320619E1,2.787605683E-2,5.623442703E-4,1.314737368E-3,9.996103644E-1,1.768052253E2,1.523956975E-1,-6.021506412E-2,1.768051420E2
5.098820619E1,2.787392145E-2,5.599017022E-4,1.315735630E-3,9.996104240E-1,1.768054701E2,1.525021144E-1,-5.993241231E-2,1.768053871E2
5.099320619E1,2.787810661E-2,5.637324066E-4,1.315997797E-3,9.996103048E-1,1.768049904E2,1.525446344E-1,-6.036973170E-2,1.768049067E2
5.099820619E1,2.787599465E-2,5.621386226E-4,1.316143083E-3,9.996103644E-1,1.768052325E2,1.525560574E-1,-6.018702682E-2,1.768051491E2
5.100320619E1,2.786776185E-2,5.552836810E-4,1.312314067E-3,9.996106029E-1,1.768061762E2,1.520950663E-1,-5.941529847E-2,1.768060941E2
5.100820619E1,2.786366780E-2,5.520778359E-4,1.309793792E-3,9.996107221E-1,1.768066456E2,1.517958956E-1,-5.905674883E-2,1.768065641E2
5.101320619E1,2.787211569E-2,5.591441877E-4,1.309010666E-3,9.996104836E-1,1.768056771E2,1.517292608E-1,-5.986739633E-2,1.768055946E2
5.101820619E1,2.787632971E-2,5.618313444E-4,1.309158979E-3,9.996103644E-1,1.768051941E2,1.517550866E-1,-6.017408847E-2,1.768051111E2
5.102320619E1,2.787420540E-2,5.607196945E-4,1.309356187E-3,9.996104240E-1,1.768054376E2,1.517739972E-1,-6.004644494E-2,1.768053548E2
5.102820619E1,2.786991139E-2,5.579915596E-4,1.310917898E-3,9.996105433E-1,1.768059298E2,1.519439155E-1,-5.972960966E-2,1.768058474E2
5.103320619E1,2.787009959E-2,5.583137390E-4,1.306773163E-3,9.996105433E-1,1.768059082E2,1.514701881E-1,-5.977972303E-2,1.768058260E2
5.103820619E1,2.787850469E-2,5.646339851E-4,1.307148603E-3,9.996103048E-1,1.768049447E2,1.515338887E-1,-6.050121477E-2,1.768048615E2
5.104320619E1,2.787641692E-2,5.626814673E-4,1.306935097E-3,9.996103644E-1,1.768051841E2,1.515030683E-1,-6.027855837E-2,1.768051011E2
5.104820619E1,2.787016214E-2,5.581208970E-4,1.305520767E-3,9.996105433E-1,1.768059011E2,1.513261175E-1,-5.976162396E-2,1.768058189E2
5.105320619E1,2.787238861E-2,5.596747505E-4,1.302958699E-3,9.996104836E-1,1.768056458E2,1.510377362E-1,-5.994745939E-2,1.768055636E2
5.105820619E1,2.787040449E-2,5.584232276E-4,1.300207106E-3,9.996105433E-1,1.768058733E2,1.507184327E-1,-5.981318908E-2,1.768057914E2
5.106320619E1,2.786605643E-2,5.552030634E-4,1.303128665E-3,9.996106625E-1,1.768063717E2,1.510425454E-1,-5.943565520E-2,1.768062902E2
5.106820619E1,2.786799939E-2,5.562555743E-4,1.306846738E-3,9.996106029E-1,1.768061490E2,1.514719171E-1,-5.954404980E-2,1.768060671E2
5.107320619E1,2.787449937E-2,5.610270309E-4,1.302950783E-3,9.996104240E-1,1.768054039E2,1.510412757E-1,-6.010206534E-2,1.768053214E2
5.107820619E1,2.787055628E-2,5.588838831E-4,1.296750968E-3,9.996105433E-1,1.768058559E2,1.503240222E-1,-5.987697114E-2,1.768057742E2
5.108320619E1,2.786814214E-2,5.557397963E-4,1.304019010E-3,9.996106029E-1,1.768061326E2,1.511463701E-1,-5.949397781E-2,1.768060510E2
5.108820619E1,2.786813809E-2,5.561084254E-4,1.303948346E-3,9.996106029E-1,1.768061331E2,1.511394527E-1,-5.953642944E-2,1.768060514E2
5.109320619E1,2.786814584E-2,5.565247848E-4,1.303605037E-3,9.996106029E-1,1.768061322E2,1.511014579E-1,-5.958521734E-2,1.768060504E2
5.109820619E1,2.786391738E-2,5.531283678E-4,1.304028439E-3,9.996107221E-1,1.768066170E2,1.511388599E-1,-5.919545526E-2,1.768065357E2
5.110320619E1,2.786179777E-2,5.510793417E-4,1.304494799E-3,9.996107817E-1,1.768068599E2,1.511856121E-1,-5.895957699E-2,1.768067789E2
5.110820619E1,2.787217905E-2,5.582803278E-4,1.308029983E-3,9.996104836E-1,1.768056699E2,1.516141709E-1,-5.977156650E-2,1.768055876E2
5.111320619E1,2.788071372E-2,5.652178661E-4,1.305360813E-3,9.996102452E-1,1.768046915E2,1.513311017E-1,-6.057347363E-2,1.768046083E2
5.111820619E1,2.787854846E-2,5.640230956E-4,1.306478749E-3,9.996103048E-1,1.768049397E2,1.514552098E-1,-6.043337263E-2,1.768048566E2
5.112320619E1,2.787849581E-2,5.635610432E-4,1.307800878E-3,9.996103048E-1,1.768049457E2,1.516051765E-1,-6.037623008E-2,1.768048626E2
5.112820619E1,2.788087199E-2,5.657550646E-4,1.301742624E-3,9.996102452E-1,1.768046733E2,1.509183746E-1,-6.064654421E-2,1.768045903E2
5.113320619E1,2.787672038E-2,5.621555611E-4,1.300673699E-3,9.996103644E-1,1.768051493E2,1.507841811E-1,-6.023827361E-2,1.768050668E2
5.113820619E1,2.787879083E-2,5.644818884E-4,1.301097567E-3,9.996103048E-1,1.768049119E2,1.508402912E-1,-6.050308080E-2,1.768048291E2
5.114320619E1,2.787667851E-2,5.629243678E-4,1.301238430E-3,9.996103644E-1,1.768051541E2,1.508513229E-1,-6.032454034E-2,1.768050714E2
5.114820619E1,2.788097406E-2,5.668822560E-4,1.299063326E-3,9.996102452E-1,1.768046616E2,1.506150763E-1,-6.078420549E-2,1.768045785E2
5.115320619E1,2.788732180E-2,5.720302579E-4,1.298147952E-3,9.996100664E-1,1.768039340E2,1.505270614E-1,-6.137586203E-2,1.768038501E2
5.115820619E1,2.788928319E-2,5.732704885E-4,1.301357290E-3,9.996100068E-1,1.768037091E2,1.508987662E-1,-6.150737432E-2,1.768036249E2
5.116320619E1,2.789564581E-2,5.786736147E-4,1.299945056E-3,9.996098280E-1,1.768029797E2,1.507546633E-1,-6.212983954E-2,1.768028948E2
5.116820619E1,2.790412405E-2,5.841380334E-4,1.298872638E-3,9.996095896E-1,1.768020078E2,1.506498222E-1,-6.275792210E-2,1.768019221E2
5.117320619E1,2.789990893E-2,5.820548977E-4,1.298612566E-3,9.996097088E-1,1.768024910E2,1.506131066E-1,-6.252077218E-2,1.768024056E2
5.117820619E1,2.790156708E-2,5.827900604E-4,1.308500650E-3,9.996096492E-1,1.768023009E2,1.517482124E-1,-6.257311703E-2,1.768022148E2
5.118320619E1,2.790166920E-2,5.825394182E-4,1.306432998E-3,9.996096492E-1,1.768022892E2,1.515105737E-1,-6.255100234E-2,1.768022033E2
5.118820619E1,2.790995771E-2,5.895820213E-4,1.308651175E-3,9.996094108E-1,1.768013391E2,1.517877039E-1,-6.334935944E-2,1.768012519E2
5.119320619E1,2.790780329E-2,5.871068570E-4,1.310180407E-3,9.996094704E-1,1.768015860E2,1.519548202E-1,-6.306127371E-2,1.768014991E2
5.119820619E1,2.790958199E-2,5.886324798E-4,1.317064627E-3,9.996094108E-1,1.768013821E2,1.527483793E-1,-6.321374083E-2,1.768012945E2
5.120320619E1,2.791378457E-2,5.913134664E-4,1.317277201E-3,9.996092916E-1,1.768009004E2,1.527815711E-1,-6.351951715E-2,1.768008123E2
5.120820619E1,2.790548589E-2,5.855669733E-4,1.314746100E-3,9.996095300E-1,1.768018517E2,1.524727362E-1,-6.287063690E-2,1.768017647E2
5.121320619E1,2.790513542E-2,5.855524214E-4,1.322170487E-3,9.996095300E-1,1.768018919E2,1.533231095E-1,-6.284528190E-2,1.768018044E2
5.121820619E1,2.790715083E-2,5.863326951E-4,1.324348152E-3,9.996094704E-1,1.768016608E2,1.535751768E-1,-6.292738645E-2,1.768015731E2
5.122320619E1,2.791136911E-2,5.898326635E-4,1.323876553E-3,9.996093512E-1,1.768011773E2,1.535326174E-1,-6.332915705E-2,1.768010891E2
5.122820619E1,2.790930060E-2,5.874111666E-4,1.323556760E-3,9.996094108E-1,1.768014144E2,1.534881100E-1,-6.305312274E-2,1.768013266E2
5.123320619E1,2.789904631E-2,5.804657121E-4,1.317715854E-3,9.996097088E-1,1.768025899E2,1.527961980E-1,-6.227779110E-2,1.768025036E2
5.123820619E1,2.789676945E-2,5.782007938E-4,1.321694464E-3,9.996097684E-1,1.768028509E2,1.532445535E-1,-6.200598092E-2,1.768027647E2
5.124320619E1,2.790330020E-2,5.832746392E-4,1.316835172E-3,9.996095896E-1,1.768021023E2,1.527045656E-1,-6.260171067E-2,1.768020155E2
5.124820619E1,2.790552298E-2,5.846471176E-4,1.314368332E-3,9.996095300E-1,1.768018474E2,1.524265246E-1,-6.276647271E-2,1.768017606E2
5.125320619E1,2.790342405E-2,5.831788876E-4,1.314250636E-3,9.996095896E-1,1.768020881E2,1.524082161E-1,-6.259898798E-2,1.768020015E2
