Time (s),Illuminance (lx),Location
112.6076424,198.1875,Costa Coffee (Evening)
112.8076243,198.7250061,Costa Coffee (Evening)
113.0076407,197.7875061,Costa Coffee (Evening)
113.2076194,199.8249969,Costa Coffee (Evening)
113.4076402,194.7375031,Costa Coffee (Evening)
113.6076153,194.9875031,Costa Coffee (Evening)
113.807632,193.4499969,Costa Coffee (Evening)
114.0076115,200.0749969,Costa Coffee (Evening)
114.2076271,211.0375061,Costa Coffee (Evening)
114.4076059,217.1625061,Costa Coffee (Evening)
114.6076234,215.1750031,Costa Coffee (Evening)
114.8076103,211.5875092,Costa Coffee (Evening)
115.0076177,213.5749969,Costa Coffee (Evening)
115.2076042,215.9250031,Costa Coffee (Evening)
115.4076129,213.5749969,Costa Coffee (Evening)
115.6075991,210.0375061,Costa Coffee (Evening)
115.807614,204.7125092,Costa Coffee (Evening)
116.007591,207.6000061,Costa Coffee (Evening)
116.2076081,209.1000061,Costa Coffee (Evening)
116.4075972,208.0500031,Costa Coffee (Evening)
116.607607,203.8625031,Costa Coffee (Evening)
116.8075841,203.3125,Costa Coffee (Evening)
117.0075971,202.6625061,Costa Coffee (Evening)
117.2075792,201.9250031,Costa Coffee (Evening)
117.4075912,203.0625,Costa Coffee (Evening)
117.607577,204.5625,Costa Coffee (Evening)
117.8075908,204.6125031,Costa Coffee (Evening)
118.007571,204.1625061,Costa Coffee (Evening)
118.207588,202.8125,Costa Coffee (Evening)
118.4075678,201.125,Costa Coffee (Evening)
118.6075818,200.0250092,Costa Coffee (Evening)
118.8075631,200.7750092,Costa Coffee (Evening)
119.0075779,201.2750092,Costa Coffee (Evening)
119.2075596,201.375,Costa Coffee (Evening)
119.407573,201.7250061,Costa Coffee (Evening)
119.6075591,202.6625061,Costa Coffee (Evening)
119.8075666,203.6625061,Costa Coffee (Evening)
120.0075512,206.4000092,Costa Coffee (Evening)
120.2075654,208.3000031,Costa Coffee (Evening)
120.4075471,210.8375092,Costa Coffee (Evening)
120.6075577,212.0875092,Costa Coffee (Evening)
120.8075553,210.6374969,Costa Coffee (Evening)
121.0075549,206.9499969,Costa Coffee (Evening)
121.2075471,199.3249969,Costa Coffee (Evening)
121.4075467,188.7125092,Costa Coffee (Evening)
121.6075378,183.3375092,Costa Coffee (Evening)
121.80755,180.8375092,Costa Coffee (Evening)
122.0075653,181.4375,Costa Coffee (Evening)
122.2075273,180.0875092,Costa Coffee (Evening)
122.4075485,180.6374969,Costa Coffee (Evening)
122.6075397,184.0250092,Costa Coffee (Evening)
122.8075359,187.2250061,Costa Coffee (Evening)
123.0075372,194.1999969,Costa Coffee (Evening)
123.2075349,201.0749969,Costa Coffee (Evening)
123.4075308,213.2750092,Costa Coffee (Evening)
123.6075329,227.9375,Costa Coffee (Evening)
123.8075273,233.1625061,Costa Coffee (Evening)
124.0075278,236.6500092,Costa Coffee (Evening)
124.2075077,239.9875031,Costa Coffee (Evening)
124.4075238,216.875,Costa Coffee (Evening)
124.607503,221.0,Costa Coffee (Evening)
124.8075212,243.875,Costa Coffee (Evening)
125.0075001,228.0875092,Costa Coffee (Evening)
125.2075156,188.9125061,Costa Coffee (Evening)
125.4074938,123.6875,Costa Coffee (Evening)
125.6075062,94.4375,Costa Coffee (Evening)
125.8074935,89.05000305,Costa Coffee (Evening)
126.0075048,89.0,Costa Coffee (Evening)
126.2074934,96.375,Costa Coffee (Evening)
126.4075045,91.53749847,Costa Coffee (Evening)
126.6074862,90.45000458,Costa Coffee (Evening)
126.8075021,96.57500458,Costa Coffee (Evening)
127.0074818,90.09999847,Costa Coffee (Evening)
127.2074959,86.61250305,Costa Coffee (Evening)
127.4074767,96.22499847,Costa Coffee (Evening)
127.6074892,88.55000305,Costa Coffee (Evening)
127.8074731,91.1875,Costa Coffee (Evening)
128.007486,91.28749847,Costa Coffee (Evening)
128.2074671,86.51250458,Costa Coffee (Evening)
128.4074827,86.71250153,Costa Coffee (Evening)
128.6074648,86.0625,Costa Coffee (Evening)
128.8074766,85.86250305,Costa Coffee (Evening)
129.0074594,86.46250153,Costa Coffee (Evening)
129.207475,84.86250305,Costa Coffee (Evening)
129.4074571,85.0625,Costa Coffee (Evening)
129.6074756,86.66249847,Costa Coffee (Evening)
129.8074511,86.61250305,Costa Coffee (Evening)
130.0074643,86.96250153,Costa Coffee (Evening)
130.2074472,120.3000031,Costa Coffee (Evening)
130.4074625,180.0875092,Costa Coffee (Evening)
130.6074431,181.1875,Costa Coffee (Evening)
130.8074537,177.1500092,Costa Coffee (Evening)
131.007439,105.9375,Costa Coffee (Evening)
131.2074559,85.01250458,Costa Coffee (Evening)
131.4074334,83.91249847,Costa Coffee (Evening)
131.6074496,85.61250305,Costa Coffee (Evening)
131.8074301,90.70000458,Costa Coffee (Evening)
132.0074442,90.75,Costa Coffee (Evening)
132.2074373,90.25,Costa Coffee (Evening)
132.4074404,93.13750458,Costa Coffee (Evening)
132.6074249,95.17500305,Costa Coffee (Evening)
132.8074214,95.625,Costa Coffee (Evening)
133.0074418,95.57500458,Costa Coffee (Evening)
133.2074325,95.17500305,Costa Coffee (Evening)
133.4074678,94.625,Costa Coffee (Evening)
133.6074296,94.38750458,Costa Coffee (Evening)
133.8074309,94.23750305,Costa Coffee (Evening)
134.007408,94.23750305,Costa Coffee (Evening)
134.2074229,94.38750458,Costa Coffee (Evening)
134.4074027,92.73750305,Costa Coffee (Evening)
134.6074171,89.45000458,Costa Coffee (Evening)
134.807414,89.55000305,Costa Coffee (Evening)
135.0074158,88.70000458,Costa Coffee (Evening)
135.2073944,87.70000458,Costa Coffee (Evening)
135.4074044,87.80000305,Costa Coffee (Evening)
135.6073911,88.80000305,Costa Coffee (Evening)
135.8074099,90.25,Costa Coffee (Evening)
136.007386,95.67500305,Costa Coffee (Evening)
136.2074047,97.67500305,Costa Coffee (Evening)
136.4073915,98.61250305,Costa Coffee (Evening)
136.6073978,96.47499847,Costa Coffee (Evening)
136.8073806,93.58750153,Costa Coffee (Evening)
137.007396,91.1875,Costa Coffee (Evening)
137.2073757,91.4375,Costa Coffee (Evening)
137.4073911,91.9375,Costa Coffee (Evening)
137.6073755,90.98750305,Costa Coffee (Evening)
137.8073867,83.61250305,Costa Coffee (Evening)
138.0073704,86.96250153,Costa Coffee (Evening)
138.2073829,88.20000458,Costa Coffee (Evening)
138.4073667,87.84999847,Costa Coffee (Evening)
138.6073781,95.82500458,Costa Coffee (Evening)
138.8073692,98.3125,Costa Coffee (Evening)
139.0073753,94.28749847,Costa Coffee (Evening)
139.2073557,90.40000153,Costa Coffee (Evening)
139.4073679,86.8125,Costa Coffee (Evening)
139.6073525,88.34999847,Costa Coffee (Evening)
139.8073657,89.34999847,Costa Coffee (Evening)
140.0073485,90.34999847,Costa Coffee (Evening)
140.2073623,89.5,Costa Coffee (Evening)
140.4073446,156.125,Costa Coffee (Evening)
140.6073612,177.9499969,Costa Coffee (Evening)
140.8073391,176.5500031,Costa Coffee (Evening)
141.007352,176.6500092,Costa Coffee (Evening)
141.2073371,177.1500092,Costa Coffee (Evening)
141.4073507,178.5,Costa Coffee (Evening)
141.6073312,181.1374969,Costa Coffee (Evening)
141.8073402,185.625,Costa Coffee (Evening)
142.0073266,172.6625061,Costa Coffee (Evening)
142.20734,185.7250061,Costa Coffee (Evening)
142.407323,190.1625061,Costa Coffee (Evening)
142.6073377,198.1875,Costa Coffee (Evening)
142.807323,196.2875061,Costa Coffee (Evening)
143.0073353,191.1500092,Costa Coffee (Evening)
143.2073277,189.1625061,Costa Coffee (Evening)
143.407332,194.1999969,Costa Coffee (Evening)
143.6073102,193.9000092,Costa Coffee (Evening)
143.8073254,187.9625092,Costa Coffee (Evening)
144.007337,182.8375092,Costa Coffee (Evening)
144.2073207,182.8874969,Costa Coffee (Evening)
144.4073169,180.3375092,Costa Coffee (Evening)
144.6073009,177.4499969,Costa Coffee (Evening)
144.8073188,178.1500092,Costa Coffee (Evening)
145.0072966,177.75,Costa Coffee (Evening)
145.2073142,175.3125,Costa Coffee (Evening)
145.4072941,172.0250092,Costa Coffee (Evening)
145.6073094,174.2125092,Costa Coffee (Evening)
145.8072869,176.75,Costa Coffee (Evening)
146.0073051,181.7875061,Costa Coffee (Evening)
146.207285,181.4875031,Costa Coffee (Evening)
146.4073019,179.9375,Costa Coffee (Evening)
146.6072867,182.0875092,Costa Coffee (Evening)
146.8072959,182.6374969,Costa Coffee (Evening)
147.0072752,182.1374969,Costa Coffee (Evening)
147.207294,180.6875,Costa Coffee (Evening)
147.4072775,182.6374969,Costa Coffee (Evening)
147.6072893,184.125,Costa Coffee (Evening)
147.8072683,184.3249969,Costa Coffee (Evening)
148.0072793,186.1750031,Costa Coffee (Evening)
148.2072727,184.5749969,Costa Coffee (Evening)
148.4072799,182.5875092,Costa Coffee (Evening)
148.6072608,182.2875061,Costa Coffee (Evening)
148.8072816,185.625,Costa Coffee (Evening)
149.0072732,185.9250031,Costa Coffee (Evening)
149.2072727,186.4250031,Costa Coffee (Evening)
149.4072633,187.4125061,Costa Coffee (Evening)
149.6072672,192.8000031,Costa Coffee (Evening)
149.8072492,194.0,Costa Coffee (Evening)
150.0072647,191.25,Costa Coffee (Evening)
150.2072485,188.2624969,Costa Coffee (Evening)
150.4072585,185.0749969,Costa Coffee (Evening)
150.6072416,182.2375031,Costa Coffee (Evening)
150.8072516,164.1999969,Costa Coffee (Evening)
151.0072402,165.9875031,Costa Coffee (Evening)
151.2072535,155.7250061,Costa Coffee (Evening)
151.4072322,154.375,Costa Coffee (Evening)
151.6072495,132.8000031,Costa Coffee (Evening)
151.8072295,119.0,Costa Coffee (Evening)
152.0072439,69.21250153,Costa Coffee (Evening)
0.0,132.9499969,Two Boys Cafe (Afternoon)
0.085396476,134.9499969,Two Boys Cafe (Afternoon)
0.285393143,168.2375031,Two Boys Cafe (Afternoon)
0.485403299,196.4375,Two Boys Cafe (Afternoon)
0.685388143,142.125,Two Boys Cafe (Afternoon)
0.885401789,161.6999969,Two Boys Cafe (Afternoon)
1.085385539,179.25,Two Boys Cafe (Afternoon)
1.285385955,189.6125031,Two Boys Cafe (Afternoon)
1.485379237,184.875,Two Boys Cafe (Afternoon)
1.751149843,21.02499962,Two Boys Cafe (Afternoon)
1.906275071,26.11250114,Two Boys Cafe (Afternoon)
2.106271686,46.58750153,Two Boys Cafe (Afternoon)
2.306266582,98.8125,Two Boys Cafe (Afternoon)
2.506280332,121.7874985,Two Boys Cafe (Afternoon)
2.70626304,139.5749969,Two Boys Cafe (Afternoon)
2.906276217,167.9875031,Two Boys Cafe (Afternoon)
3.106259759,186.625,Two Boys Cafe (Afternoon)
3.306273978,159.6625061,Two Boys Cafe (Afternoon)
3.506254134,158.5124969,Two Boys Cafe (Afternoon)
3.706273769,170.6750031,Two Boys Cafe (Afternoon)
3.906252832,181.4375,Two Boys Cafe (Afternoon)
4.106257467,202.2624969,Two Boys Cafe (Afternoon)
4.306245644,229.6750031,Two Boys Cafe (Afternoon)
4.506265019,246.8125,Two Boys Cafe (Afternoon)
4.706249759,284.3374939,Two Boys Cafe (Afternoon)
4.906257155,354.4500122,Two Boys Cafe (Afternoon)
5.106241946,371.7000122,Two Boys Cafe (Afternoon)
5.306251269,401.8500061,Two Boys Cafe (Afternoon)
5.506236373,389.6875,Two Boys Cafe (Afternoon)
5.706246165,361.3374939,Two Boys Cafe (Afternoon)
5.90623153,357.25,Two Boys Cafe (Afternoon)
6.106230176,353.5625,Two Boys Cafe (Afternoon)
6.306228353,352.6625061,Two Boys Cafe (Afternoon)
6.506243613,351.2625122,Two Boys Cafe (Afternoon)
6.706223144,351.2124939,Two Boys Cafe (Afternoon)
6.906237623,351.4125061,Two Boys Cafe (Afternoon)
7.106220957,351.1125183,Two Boys Cafe (Afternoon)
7.306232363,351.1625061,Two Boys Cafe (Afternoon)
7.506213769,350.9624939,Two Boys Cafe (Afternoon)
7.706228665,351.0125122,Two Boys Cafe (Afternoon)
7.906214707,351.0625,Two Boys Cafe (Afternoon)
8.106208926,350.7625122,Two Boys Cafe (Afternoon)
8.306219082,350.8625183,Two Boys Cafe (Afternoon)
8.506220905,350.7625122,Two Boys Cafe (Afternoon)
8.706221894,350.6125183,Two Boys Cafe (Afternoon)
8.906216113,353.2625122,Two Boys Cafe (Afternoon)
9.106198821,298.0500183,Two Boys Cafe (Afternoon)
9.306214342,289.7749939,Two Boys Cafe (Afternoon)
9.506210644,301.0874939,Two Boys Cafe (Afternoon)
9.706191686,340.3999939,Two Boys Cafe (Afternoon)
9.906204811,204.5625,Two Boys Cafe (Afternoon)
10.10619023,76.38750458,Two Boys Cafe (Afternoon)
10.30620158,260.0750122,Two Boys Cafe (Afternoon)
10.50618252,354.8000183,Two Boys Cafe (Afternoon)
10.70619929,348.6750183,Two Boys Cafe (Afternoon)
10.90618028,343.4375,Two Boys Cafe (Afternoon)
11.10617783,350.7625122,Two Boys Cafe (Afternoon)
11.30617804,195.4875031,Two Boys Cafe (Afternoon)
11.50619018,122.7874985,Two Boys Cafe (Afternoon)
11.70617429,222.0,Two Boys Cafe (Afternoon)
11.90618507,270.7875061,Two Boys Cafe (Afternoon)
12.10616705,270.3875122,Two Boys Cafe (Afternoon)
12.3061834,254.1875,Two Boys Cafe (Afternoon)
12.50616429,173.2624969,Two Boys Cafe (Afternoon)
12.70617768,154.2750092,Two Boys Cafe (Afternoon)
12.9061633,155.125,Two Boys Cafe (Afternoon)
13.10615919,191.8000031,Two Boys Cafe (Afternoon)
13.30615544,257.6375122,Two Boys Cafe (Afternoon)
13.50617294,276.9125061,Two Boys Cafe (Afternoon)
13.70615335,278.3625183,Two Boys Cafe (Afternoon)
13.90616731,314.0375061,Two Boys Cafe (Afternoon)
14.1061482,270.9375,Two Boys Cafe (Afternoon)
14.30616361,328.0500183,Two Boys Cafe (Afternoon)
14.50614549,330.1875,Two Boys Cafe (Afternoon)
14.70616216,318.125,Two Boys Cafe (Afternoon)
14.90614096,317.1750183,Two Boys Cafe (Afternoon)
15.10614179,316.5874939,Two Boys Cafe (Afternoon)
15.30613669,313.4875183,Two Boys Cafe (Afternoon)
15.50615054,123.9375,Two Boys Cafe (Afternoon)
15.70613007,208.1999969,Two Boys Cafe (Afternoon)
15.90614726,293.5625,Two Boys Cafe (Afternoon)
16.1061296,205.4625092,Two Boys Cafe (Afternoon)
16.30613804,11.41250038,Two Boys Cafe (Afternoon)
16.50612372,65.52500153,Two Boys Cafe (Afternoon)
16.70613689,217.2125092,Two Boys Cafe (Afternoon)
16.90615486,272.9750061,Two Boys Cafe (Afternoon)
17.10611835,293.5625,Two Boys Cafe (Afternoon)
17.30613106,295.75,Two Boys Cafe (Afternoon)
17.50612945,293.2625122,Two Boys Cafe (Afternoon)
17.70611351,286.6375122,Two Boys Cafe (Afternoon)
17.90612335,283.8875122,Two Boys Cafe (Afternoon)
18.10610913,283.0500183,Two Boys Cafe (Afternoon)
18.30610382,283.3000183,Two Boys Cafe (Afternoon)
18.50611799,293.2625122,Two Boys Cafe (Afternoon)
18.70610018,301.7875061,Two Boys Cafe (Afternoon)
18.90610999,303.375,Two Boys Cafe (Afternoon)
19.10609676,284.1875,Two Boys Cafe (Afternoon)
19.30611531,281.3500061,Two Boys Cafe (Afternoon)
19.5060913,300.9375,Two Boys Cafe (Afternoon)
19.70610182,307.0625,Two Boys Cafe (Afternoon)
19.90609098,302.5249939,Two Boys Cafe (Afternoon)
20.10608697,306.5125122,Two Boys Cafe (Afternoon)
20.30608525,308.4624939,Two Boys Cafe (Afternoon)
20.50610228,305.6750183,Two Boys Cafe (Afternoon)
20.70607906,302.2375183,Two Boys Cafe (Afternoon)
20.90609171,301.3875122,Two Boys Cafe (Afternoon)
21.10607572,298.7375183,Two Boys Cafe (Afternoon)
21.30608708,296.6499939,Two Boys Cafe (Afternoon)
21.50607239,309.8000183,Two Boys Cafe (Afternoon)
21.70608588,229.375,Two Boys Cafe (Afternoon)
21.90606817,65.375,Two Boys Cafe (Afternoon)
22.10606656,28.60000038,Two Boys Cafe (Afternoon)
22.30606416,26.11250114,Two Boys Cafe (Afternoon)
22.50608098,178.1000061,Two Boys Cafe (Afternoon)
22.70606036,247.2624969,Two Boys Cafe (Afternoon)
22.90608385,279.1625061,Two Boys Cafe (Afternoon)
23.10605515,296.5,Two Boys Cafe (Afternoon)
23.30607171,190.0625,Two Boys Cafe (Afternoon)
23.50605213,336.5125122,Two Boys Cafe (Afternoon)
23.70606661,322.4624939,Two Boys Cafe (Afternoon)
23.90604692,265.6499939,Two Boys Cafe (Afternoon)
24.10604505,271.7375183,Two Boys Cafe (Afternoon)
24.30605052,343.2375183,Two Boys Cafe (Afternoon)
24.50605723,336.4125061,Two Boys Cafe (Afternoon)
24.7060538,339.5500183,Two Boys Cafe (Afternoon)
24.90605442,347.7749939,Two Boys Cafe (Afternoon)
25.10604307,346.875,Two Boys Cafe (Afternoon)
25.30604619,343.3875122,Two Boys Cafe (Afternoon)
25.50608515,339.5500183,Two Boys Cafe (Afternoon)
25.70604369,335.625,Two Boys Cafe (Afternoon)
25.90604786,343.0500183,Two Boys Cafe (Afternoon)
26.1060263,347.5750122,Two Boys Cafe (Afternoon)
26.30604124,346.0874939,Two Boys Cafe (Afternoon)
26.50603666,345.7875061,Two Boys Cafe (Afternoon)
26.7060338,345.8875122,Two Boys Cafe (Afternoon)
26.90601541,346.0375061,Two Boys Cafe (Afternoon)
27.10601583,345.7375183,Two Boys Cafe (Afternoon)
27.30601302,344.6375122,Two Boys Cafe (Afternoon)
27.50602833,341.25,Two Boys Cafe (Afternoon)
27.70600713,340.5,Two Boys Cafe (Afternoon)
27.90602593,340.0,Two Boys Cafe (Afternoon)
28.10600525,339.3625183,Two Boys Cafe (Afternoon)
28.30602015,339.0125122,Two Boys Cafe (Afternoon)
28.50600078,337.3625183,Two Boys Cafe (Afternoon)
28.70601041,334.0249939,Two Boys Cafe (Afternoon)
28.90599593,337.1125183,Two Boys Cafe (Afternoon)
29.10599682,338.7124939,Two Boys Cafe (Afternoon)
29.30600249,337.4125061,Two Boys Cafe (Afternoon)
29.50600687,336.3625183,Two Boys Cafe (Afternoon)
29.7059889,335.4750061,Two Boys Cafe (Afternoon)
29.90600395,334.0249939,Two Boys Cafe (Afternoon)
30.1059852,333.875,Two Boys Cafe (Afternoon)
30.30599739,335.7124939,Two Boys Cafe (Afternoon)
30.50598046,335.3250122,Two Boys Cafe (Afternoon)
30.70599364,335.1750183,Two Boys Cafe (Afternoon)
30.90597583,335.1750183,Two Boys Cafe (Afternoon)
31.10597609,336.6625061,Two Boys Cafe (Afternoon)
31.30597135,338.5125122,Two Boys Cafe (Afternoon)
31.50598635,339.8999939,Two Boys Cafe (Afternoon)
31.70596859,339.3625183,Two Boys Cafe (Afternoon)
31.90598265,337.7625122,Two Boys Cafe (Afternoon)
32.10596494,336.0125122,Two Boys Cafe (Afternoon)
32.30597479,334.5249939,Two Boys Cafe (Afternoon)
32.50595994,336.5625,Two Boys Cafe (Afternoon)
32.70597395,356.3999939,Two Boys Cafe (Afternoon)
32.90596848,355.3999939,Two Boys Cafe (Afternoon)
33.10595578,336.6125183,Two Boys Cafe (Afternoon)
33.30596093,335.8125,Two Boys Cafe (Afternoon)
33.50596452,335.7625122,Two Boys Cafe (Afternoon)
33.70596562,109.5250015,Two Boys Cafe (Afternoon)
33.90596244,213.1374969,Two Boys Cafe (Afternoon)
34.10594432,251.3000031,Two Boys Cafe (Afternoon)
34.3059564,176.9000092,Two Boys Cafe (Afternoon)
34.50595859,221.9000092,Two Boys Cafe (Afternoon)
34.70595025,268.9375,Two Boys Cafe (Afternoon)
34.90595057,12.91250038,Two Boys Cafe (Afternoon)
35.10593708,70.41249847,Two Boys Cafe (Afternoon)
35.30594593,236.0500031,Two Boys Cafe (Afternoon)
35.50593104,266.8000183,Two Boys Cafe (Afternoon)
35.70594395,274.8250122,Two Boys Cafe (Afternoon)
35.90592374,273.7250061,Two Boys Cafe (Afternoon)
36.10592531,350.2250061,Two Boys Cafe (Afternoon)
36.30592567,348.4250183,Two Boys Cafe (Afternoon)
36.50593739,348.125,Two Boys Cafe (Afternoon)
36.70591536,348.375,Two Boys Cafe (Afternoon)
36.90593281,348.375,Two Boys Cafe (Afternoon)
37.10591343,348.4750061,Two Boys Cafe (Afternoon)
37.30592906,348.625,Two Boys Cafe (Afternoon)
37.50590916,348.6750183,Two Boys Cafe (Afternoon)
37.70592697,348.625,Two Boys Cafe (Afternoon)
37.90591406,348.4250183,Two Boys Cafe (Afternoon)
38.1059064,348.625,Two Boys Cafe (Afternoon)
38.30590119,348.5249939,Two Boys Cafe (Afternoon)
38.50591546,348.4250183,Two Boys Cafe (Afternoon)
38.70589692,348.1750183,Two Boys Cafe (Afternoon)
38.90591359,348.0750122,Two Boys Cafe (Afternoon)
39.10591072,348.2250061,Two Boys Cafe (Afternoon)
39.30590656,348.2250061,Two Boys Cafe (Afternoon)
39.50588932,348.0249939,Two Boys Cafe (Afternoon)
39.70590687,348.1750183,Two Boys Cafe (Afternoon)
39.90588525,348.0750122,Two Boys Cafe (Afternoon)
40.10588333,348.125,Two Boys Cafe (Afternoon)
40.30588156,348.1750183,Two Boys Cafe (Afternoon)
40.50589176,347.9750061,Two Boys Cafe (Afternoon)
40.70587583,347.8250122,Two Boys Cafe (Afternoon)
40.9058927,348.0249939,Two Boys Cafe (Afternoon)
41.1058738,347.9250183,Two Boys Cafe (Afternoon)
41.30588343,347.8250122,Two Boys Cafe (Afternoon)
41.50587343,347.9750061,Two Boys Cafe (Afternoon)
41.70588015,347.9250183,Two Boys Cafe (Afternoon)
41.90587791,348.0249939,Two Boys Cafe (Afternoon)
42.10586333,347.9250183,Two Boys Cafe (Afternoon)
42.30587312,347.8250122,Two Boys Cafe (Afternoon)
42.50587333,347.7749939,Two Boys Cafe (Afternoon)
42.70591067,347.9250183,Two Boys Cafe (Afternoon)
42.9058727,347.7250061,Two Boys Cafe (Afternoon)
43.1058527,347.8250122,Two Boys Cafe (Afternoon)
43.30586468,347.8250122,Two Boys Cafe (Afternoon)
43.50586562,347.7749939,Two Boys Cafe (Afternoon)
43.70586218,348.0750122,Two Boys Cafe (Afternoon)
43.90585781,348.0750122,Two Boys Cafe (Afternoon)
44.1058439,347.8250122,Two Boys Cafe (Afternoon)
44.30585843,347.875,Two Boys Cafe (Afternoon)
44.50583854,348.0750122,Two Boys Cafe (Afternoon)
44.70585515,348.1750183,Two Boys Cafe (Afternoon)
44.9058313,348.0750122,Two Boys Cafe (Afternoon)
45.10583786,348.1750183,Two Boys Cafe (Afternoon)
45.30583025,348.125,Two Boys Cafe (Afternoon)
45.50584317,348.1750183,Two Boys Cafe (Afternoon)
45.70582479,347.9250183,Two Boys Cafe (Afternoon)
45.9058427,347.8250122,Two Boys Cafe (Afternoon)
46.10582452,347.875,Two Boys Cafe (Afternoon)
46.30583536,347.9250183,Two Boys Cafe (Afternoon)
46.50582239,347.875,Two Boys Cafe (Afternoon)
46.70583072,347.9250183,Two Boys Cafe (Afternoon)
46.90582317,347.6750183,Two Boys Cafe (Afternoon)
47.10581713,347.7250061,Two Boys Cafe (Afternoon)
47.30580989,347.625,Two Boys Cafe (Afternoon)
47.5058214,347.7250061,Two Boys Cafe (Afternoon)
47.70580645,347.5750122,Two Boys Cafe (Afternoon)
47.90581697,347.4750061,Two Boys Cafe (Afternoon)
48.10580322,347.375,Two Boys Cafe (Afternoon)
48.30581572,347.6750183,Two Boys Cafe (Afternoon)
48.50579734,347.5249939,Two Boys Cafe (Afternoon)
48.7058127,347.375,Two Boys Cafe (Afternoon)
48.905794,347.2749939,Two Boys Cafe (Afternoon)
49.10579135,347.4250183,Two Boys Cafe (Afternoon)
49.30578911,347.2250061,Two Boys Cafe (Afternoon)
49.50580333,347.2749939,Two Boys Cafe (Afternoon)
49.70578562,347.4250183,Two Boys Cafe (Afternoon)
49.90578244,347.3250122,Two Boys Cafe (Afternoon)
50.10578286,347.0750122,Two Boys Cafe (Afternoon)
50.30579411,347.2250061,Two Boys Cafe (Afternoon)
50.50578822,346.875,Two Boys Cafe (Afternoon)
50.70579025,347.0750122,Two Boys Cafe (Afternoon)
50.9057827,348.3250122,Two Boys Cafe (Afternoon)
51.1057715,360.4375,Two Boys Cafe (Afternoon)
51.30578916,167.3375092,Two Boys Cafe (Afternoon)
51.50578275,14.5,Two Boys Cafe (Afternoon)
51.7057838,18.58749962,Two Boys Cafe (Afternoon)
51.9057802,16.64999962,Two Boys Cafe (Afternoon)
52.10576197,21.32500076,Two Boys Cafe (Afternoon)
52.30577359,17.03750038,Two Boys Cafe (Afternoon)
52.50577046,16.60000038,Two Boys Cafe (Afternoon)
52.7057677,23.27499962,Two Boys Cafe (Afternoon)
52.90576854,23.97500038,Two Boys Cafe (Afternoon)
53.1057514,23.32500076,Two Boys Cafe (Afternoon)
53.30576208,22.92500114,Two Boys Cafe (Afternoon)
53.50574421,20.38750076,Two Boys Cafe (Afternoon)
53.70575682,36.97500229,Two Boys Cafe (Afternoon)
53.90574114,21.375,Two Boys Cafe (Afternoon)
54.10574114,16.14999962,Two Boys Cafe (Afternoon)
54.30573775,18.6875,Two Boys Cafe (Afternoon)
54.50575187,359.8875122,Two Boys Cafe (Afternoon)
54.70573302,346.875,Two Boys Cafe (Afternoon)
54.9057513,346.7875061,Two Boys Cafe (Afternoon)
55.10573104,347.125,Two Boys Cafe (Afternoon)
55.30574359,346.7875061,Two Boys Cafe (Afternoon)
55.50572734,346.7375183,Two Boys Cafe (Afternoon)
55.70574291,346.9750061,Two Boys Cafe (Afternoon)
55.90572244,347.0750122,Two Boys Cafe (Afternoon)
56.10571921,347.4750061,Two Boys Cafe (Afternoon)
56.30571869,347.4750061,Two Boys Cafe (Afternoon)
56.50572796,347.2749939,Two Boys Cafe (Afternoon)
56.70571463,347.125,Two Boys Cafe (Afternoon)
56.90572505,347.2250061,Two Boys Cafe (Afternoon)
57.10571322,347.875,Two Boys Cafe (Afternoon)
57.30572921,349.2250061,Two Boys Cafe (Afternoon)
57.50570687,353.0625,Two Boys Cafe (Afternoon)
57.70571734,275.0750122,Two Boys Cafe (Afternoon)
57.90570135,237.8000031,Two Boys Cafe (Afternoon)
58.10570088,246.3249969,Two Boys Cafe (Afternoon)
58.30569848,328.0,Two Boys Cafe (Afternoon)
58.50571317,347.7749939,Two Boys Cafe (Afternoon)
58.70569406,346.6375122,Two Boys Cafe (Afternoon)
58.90570864,346.4875183,Two Boys Cafe (Afternoon)
59.10569025,346.5874939,Two Boys Cafe (Afternoon)
59.30570338,346.5375061,Two Boys Cafe (Afternoon)
59.50569734,346.3875122,Two Boys Cafe (Afternoon)
59.70570119,346.5375061,Two Boys Cafe (Afternoon)
59.90568984,347.1750183,Two Boys Cafe (Afternoon)
60.10568046,347.0249939,Two Boys Cafe (Afternoon)
60.30572911,346.2875061,Two Boys Cafe (Afternoon)
60.50568947,346.2875061,Two Boys Cafe (Afternoon)
60.7056939,346.1875,Two Boys Cafe (Afternoon)
60.90568156,345.9875183,Two Boys Cafe (Afternoon)
61.10566947,346.0874939,Two Boys Cafe (Afternoon)
61.30568218,345.6875,Two Boys Cafe (Afternoon)
61.50568005,345.6875,Two Boys Cafe (Afternoon)
61.70567703,345.4875183,Two Boys Cafe (Afternoon)
61.90567713,345.3875122,Two Boys Cafe (Afternoon)
62.1056588,345.5375061,Two Boys Cafe (Afternoon)
62.30567567,345.4375,Two Boys Cafe (Afternoon)
62.50565484,345.6875,Two Boys Cafe (Afternoon)
62.70567031,346.1875,Two Boys Cafe (Afternoon)
62.905649,346.1375122,Two Boys Cafe (Afternoon)
63.10564947,346.1875,Two Boys Cafe (Afternoon)
63.3056463,346.2375183,Two Boys Cafe (Afternoon)
