"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.489563245E0,-2.490053698E-2,-1.225053146E-2,-9.800425172E-2
8.491573402E0,-1.318263728E-2,-9.054740891E-3,-1.001347825E-1
8.493583558E0,-2.530001104E-3,-5.858949851E-3,-1.001347825E-1
8.495593714E0,1.131842658E-2,-2.663159044E-3,-1.001347825E-1
8.497603870E0,2.090579830E-2,5.326318205E-4,-1.001347825E-1
8.499614027E0,3.262370080E-2,5.326318205E-4,-1.001347825E-1
8.501624183E0,4.434159771E-2,6.924213842E-3,-1.001347825E-1
8.503634339E0,5.073318258E-2,5.858949851E-3,-9.800425172E-2
8.505644495E0,5.712476373E-2,5.858949851E-3,-9.906952083E-2
8.507654652E0,6.458161026E-2,6.924213842E-3,-9.587372839E-2
8.509664808E0,6.884266436E-2,6.924213842E-3,-9.693899006E-2
8.511674964E0,7.310371846E-2,5.858949851E-3,-9.693899006E-2
8.513685120E0,7.736477256E-2,4.793686327E-3,-9.693899006E-2
8.515695277E0,8.162582666E-2,3.728422802E-3,-9.587372839E-2
8.517705433E0,8.162582666E-2,5.858949851E-3,-9.800425172E-2
8.519715589E0,8.482161909E-2,6.924213842E-3,-1.001347825E-1
8.521725745E0,8.269108832E-2,6.924213842E-3,-1.012000442E-1
8.523735902E0,8.269108832E-2,5.858949851E-3,-1.022653133E-1
8.525746058E0,8.375635743E-2,7.989477366E-3,-1.033305749E-1
8.527756214E0,8.056056499E-2,6.924213842E-3,-1.043958366E-1
8.529766370E0,7.949529588E-2,1.012000442E-2,-1.043958366E-1
8.531776527E0,7.736477256E-2,1.012000442E-2,-1.054610983E-1
8.533786683E0,7.416898012E-2,1.012000442E-2,-1.054610983E-1
8.535796839E0,7.097318769E-2,9.054740891E-3,-1.054610983E-1
8.537806995E0,7.097318769E-2,7.989477366E-3,-1.065263674E-1
8.539817152E0,6.671213359E-2,2.663159044E-3,-1.043958366E-1
8.541827308E0,6.564687192E-2,-1.597895520E-3,-1.054610983E-1
8.543837464E0,6.138581783E-2,-3.728422802E-3,-1.033305749E-1
8.545847620E0,5.925529078E-2,-6.924213842E-3,-1.033305749E-1
8.547857777E0,5.605949834E-2,-1.012000442E-2,-1.022653133E-1
8.549867933E0,5.392897129E-2,-1.012000442E-2,-1.012000442E-1
8.551878089E0,4.966791719E-2,-1.118526794E-2,-1.033305749E-1
8.553888245E0,4.540686309E-2,-1.012000442E-2,-9.906952083E-2
8.555898402E0,4.327633604E-2,-1.118526794E-2,-9.906952083E-2
8.557908558E0,4.114580899E-2,-1.012000442E-2,-9.693899006E-2
8.559918714E0,3.688475490E-2,-1.331579592E-2,-9.374319762E-2
8.561928870E0,3.475422785E-2,-1.118526794E-2,-9.480846673E-2
8.563939027E0,3.049317189E-2,-1.438105945E-2,-9.161267430E-2
8.565949183E0,2.729738131E-2,-1.438105945E-2,-8.948214352E-2
8.567959339E0,2.516685426E-2,-1.651158556E-2,-8.841688186E-2
8.569969495E0,2.410159074E-2,-1.757685095E-2,-8.735162020E-2
8.571979652E0,2.090579830E-2,-2.077264152E-2,-8.415582776E-2
8.573989808E0,1.984053478E-2,-2.290316857E-2,-8.309056610E-2
8.575999964E0,1.664474420E-2,-2.503369562E-2,-7.989477366E-2
8.578010120E0,1.557948068E-2,-2.822948620E-2,-7.882951200E-2
8.580020277E0,1.451421715E-2,-2.929474972E-2,-7.563371956E-2
8.582030433E0,9.187898599E-3,-3.355580568E-2,-7.350318879E-2
8.584040589E0,1.025316212E-2,-3.036001325E-2,-7.243792713E-2
8.586050745E0,7.057371549E-3,-3.355580568E-2,-6.817687303E-2
8.588060902E0,5.992108025E-3,-3.249054030E-2,-6.711161137E-2
8.590071058E0,2.796316985E-3,-3.355580568E-2,-6.498108059E-2
8.592081214E0,1.731053460E-3,-3.568633273E-2,-6.285055727E-2
8.594091370E0,-3.595264861E-3,-3.675159439E-2,-5.965476483E-2
8.596101527E0,-6.791055668E-3,-3.781685978E-2,-5.965476483E-2
8.598111683E0,-7.856319658E-3,-3.888212144E-2,-5.645897239E-2
8.600121839E0,-9.986846708E-3,-4.207791388E-2,-5.432844535E-2
8.602131995E0,-1.531316526E-2,-4.207791388E-2,-5.219791830E-2
8.604142152E0,-1.744369231E-2,-4.633896798E-2,-4.900212586E-2
8.606152308E0,-1.850895584E-2,-4.633896798E-2,-4.793686420E-2
8.608162464E0,-2.063948289E-2,-4.740423337E-2,-4.793686420E-2
8.610172620E0,-2.490053698E-2,-4.846949503E-2,-4.580633715E-2
8.612182777E0,-2.703106403E-2,-4.846949503E-2,-4.474107176E-2
8.614192933E0,-2.809632942E-2,-5.060002208E-2,-4.367581010E-2
8.616203089E0,-3.129211813E-2,-5.273054913E-2,-4.367581010E-2
8.618213245E0,-3.235738352E-2,-5.273054913E-2,-4.048001766E-2
8.620223402E0,-3.448791057E-2,-5.060002208E-2,-4.048001766E-2
8.622233558E0,-3.661843762E-2,-4.953476042E-2,-4.048001766E-2
8.624243714E0,-3.874896467E-2,-4.846949503E-2,-4.048001766E-2
8.626253870E0,-3.768370301E-2,-4.633896798E-2,-3.941475600E-2
8.628264027E0,-3.981423005E-2,-4.314317927E-2,-3.834949061E-2
8.630274183E0,-4.194475710E-2,-4.314317927E-2,-3.728422895E-2
8.632284339E0,-4.194475710E-2,-4.207791388E-2,-3.621896356E-2
8.634294495E0,-4.407528415E-2,-4.101264849E-2,-3.621896356E-2
8.636304652E0,-4.301001877E-2,-3.888212144E-2,-3.515370190E-2
8.638314808E0,-4.514054582E-2,-3.781685978E-2,-3.408843651E-2
8.640324964E0,-4.727107286E-2,-3.568633273E-2,-3.302317113E-2
8.642335120E0,-4.727107286E-2,-3.568633273E-2,-3.302317113E-2
8.644345277E0,-4.727107286E-2,-3.568633273E-2,-3.302317113E-2
8.646355433E0,-4.727107286E-2,-3.462106735E-2,-3.302317113E-2
8.648365589E0,-4.727107286E-2,-3.462106735E-2,-3.302317113E-2
8.650375745E0,-4.727107286E-2,-3.355580568E-2,-3.515370190E-2
8.652385902E0,-4.727107286E-2,-3.249054030E-2,-3.515370190E-2
8.654396058E0,-4.727107286E-2,-3.036001325E-2,-3.728422895E-2
8.656406214E0,-4.833633825E-2,-3.036001325E-2,-3.941475600E-2
8.658416370E0,-4.940159991E-2,-2.929474972E-2,-4.154528305E-2
8.660426527E0,-5.046686530E-2,-2.822948620E-2,-4.048001766E-2
8.662436683E0,-5.153212696E-2,-2.822948620E-2,-4.261054471E-2
8.664446839E0,-5.153212696E-2,-2.716422267E-2,-4.367581010E-2
8.666456995E0,-5.046686530E-2,-2.077264152E-2,-4.367581010E-2
8.668467152E0,-4.940159991E-2,-1.757685095E-2,-4.580633715E-2
8.670477308E0,-4.727107286E-2,-1.651158556E-2,-4.474107176E-2
8.672487464E0,-4.620581120E-2,-1.438105945E-2,-4.687159881E-2
8.674497620E0,-4.620581120E-2,-1.012000442E-2,-4.793686420E-2
8.676507777E0,-4.407528415E-2,-7.989477366E-3,-4.793686420E-2
8.678517933E0,-4.514054582E-2,-2.663159044E-3,-4.687159881E-2
8.680528141E0,-4.087949172E-2,2.663159044E-3,-4.687159881E-2
8.682538350E0,-3.981423005E-2,4.793686327E-3,-4.793686420E-2
8.684548558E0,-3.661843762E-2,9.054740891E-3,-4.900212586E-2
8.686558766E0,-3.555317223E-2,1.225053146E-2,-4.900212586E-2
8.688568975E0,-3.342264518E-2,1.651158556E-2,-4.900212586E-2
8.690579183E0,-2.916159295E-2,1.757685095E-2,-4.900212586E-2
8.692589391E0,-2.596580051E-2,2.396843210E-2,-4.793686420E-2
8.694599600E0,-2.490053698E-2,2.609895915E-2,-5.006739125E-2
8.696609808E0,-2.277000993E-2,2.929474972E-2,-5.006739125E-2
8.698620016E0,-2.170474641E-2,2.929474972E-2,-5.113265663E-2
8.700630225E0,-2.063948289E-2,3.142527863E-2,-5.326318368E-2
8.702640433E0,-2.170474641E-2,3.568633273E-2,-5.432844535E-2
8.704650641E0,-1.957421936E-2,3.462106735E-2,-5.432844535E-2
8.706660850E0,-1.850895584E-2,3.994738683E-2,-5.539371073E-2
8.708671058E0,-1.850895584E-2,4.207791388E-2,-5.432844535E-2
8.710681266E0,-1.744369231E-2,4.740423337E-2,-5.326318368E-2
8.712691475E0,-1.637842879E-2,5.273054913E-2,-5.219791830E-2
8.714701683E0,-1.424790081E-2,5.699160323E-2,-5.006739125E-2
8.716711891E0,-1.318263728E-2,5.912213027E-2,-4.793686420E-2
8.718722100E0,-1.105211023E-2,6.231792271E-2,-4.580633715E-2
8.720732308E0,-1.105211023E-2,6.444845349E-2,-4.261054471E-2
8.722742516E0,-8.921583183E-3,6.231792271E-2,-3.941475600E-2
8.724752725E0,-7.856319658E-3,6.018739566E-2,-3.834949061E-2
8.726762933E0,-7.856319658E-3,6.018739566E-2,-3.515370190E-2
8.728773141E0,-5.725792143E-3,5.699160323E-2,-3.408843651E-2
8.730783350E0,-4.660528619E-3,5.592634156E-2,-3.302317113E-2
8.732793558E0,-5.725792143E-3,5.486107618E-2,-3.089264594E-2
8.734803766E0,-4.660528619E-3,5.166528746E-2,-2.982738242E-2
8.736813975E0,-3.595264861E-3,4.846949503E-2,-3.195790946E-2
8.738824183E0,-4.660528619E-3,4.314317927E-2,-2.982738242E-2
8.740834391E0,-8.921583183E-3,3.994738683E-2,-2.982738242E-2
8.742844600E0,-1.211737376E-2,3.568633273E-2,-3.089264594E-2
8.744854756E0,-1.637842879E-2,3.355580568E-2,-2.769685537E-2
8.746864912E0,-1.957421936E-2,3.355580568E-2,-2.663159184E-2
8.748875068E0,-2.277000993E-2,3.249054030E-2,-2.663159184E-2
8.750885225E0,-2.916159295E-2,3.462106735E-2,-2.556632832E-2
8.752895381E0,-3.342264518E-2,3.568633273E-2,-2.450106293E-2
8.754905537E0,-3.768370301E-2,3.781685978E-2,-2.450106293E-2
8.756915693E0,-4.087949172E-2,3.888212144E-2,-2.237053588E-2
8.758925850E0,-4.620581120E-2,3.781685978E-2,-2.024000883E-2
8.760936006E0,-4.833633825E-2,3.994738683E-2,-2.024000883E-2
8.762946162E0,-4.940159991E-2,4.207791388E-2,-2.024000883E-2
8.764956318E0,-5.259739235E-2,4.101264849E-2,-1.597895473E-2
8.766966475E0,-5.153212696E-2,3.888212144E-2,-1.704421826E-2
8.768976631E0,-5.046686530E-2,3.781685978E-2,-1.384842768E-2
8.770986787E0,-5.259739235E-2,3.888212144E-2,-1.491369121E-2
8.772996943E0,-5.153212696E-2,3.675159439E-2,-1.278316416E-2
8.775007100E0,-5.153212696E-2,3.355580568E-2,-1.171789970E-2
8.777017256E0,-4.940159991E-2,2.929474972E-2,-1.384842768E-2
8.779027412E0,-5.153212696E-2,2.609895915E-2,-1.171789970E-2
8.781037568E0,-5.153212696E-2,2.290316857E-2,-1.065263618E-2
8.783047725E0,-5.046686530E-2,2.183790505E-2,-1.065263618E-2
8.785057881E0,-5.153212696E-2,1.757685095E-2,-1.171789970E-2
8.787068037E0,-4.940159991E-2,1.864211448E-2,-1.171789970E-2
8.789078193E0,-5.046686530E-2,1.544632297E-2,-9.587372653E-3
8.791088350E0,-4.940159991E-2,1.438105945E-2,-9.587372653E-3
8.793098506E0,-4.727107286E-2,1.651158556E-2,-9.587372653E-3
8.795108662E0,-4.620581120E-2,1.864211448E-2,-7.456845604E-3
8.797118818E0,-4.407528415E-2,2.077264152E-2,-5.326318089E-3
8.799128975E0,-4.194475710E-2,2.183790505E-2,-3.195791040E-3
8.801139131E0,-3.874896467E-2,2.290316857E-2,-2.130527282E-3
8.803149287E0,-3.448791057E-2,2.290316857E-2,-1.065263641E-3
8.805159443E0,-2.809632942E-2,1.864211448E-2,1.065263641E-3
8.807169600E0,-2.277000993E-2,1.544632297E-2,4.261054564E-3
8.809179756E0,-1.637842879E-2,1.438105945E-2,5.326318089E-3
8.811189912E0,-7.856319658E-3,1.225053146E-2,5.326318089E-3
8.813200068E0,1.731053460E-3,9.054740891E-3,8.522109129E-3
8.815210225E0,1.131842658E-2,4.793686327E-3,5.326318089E-3
8.817220381E0,1.877527125E-2,5.326318205E-4,5.326318089E-3
8.819230537E0,2.729738131E-2,-2.663159044E-3,7.456845604E-3
8.821240693E0,3.795001656E-2,-6.924213842E-3,6.391582079E-3
8.823250850E0,4.753739014E-2,-1.012000442E-2,6.391582079E-3
8.825261006E0,5.819002539E-2,-1.864211448E-2,7.456845604E-3
8.827271162E0,6.990792602E-2,-2.290316857E-2,6.391582079E-3
8.829281318E0,7.949529588E-2,-2.290316857E-2,7.456845604E-3
8.831291475E0,8.695214242E-2,-2.183790505E-2,6.391582079E-3
8.833301631E0,9.121319652E-2,-2.183790505E-2,6.391582079E-3
8.835311787E0,9.547425061E-2,-1.757685095E-2,5.326318089E-3
8.837321943E0,9.973530471E-2,-1.757685095E-2,4.261054564E-3
8.839332100E0,1.008005738E-1,-1.118526794E-2,5.326318089E-3
8.841342256E0,1.071921512E-1,-1.225053146E-2,6.391582079E-3
8.843352412E0,1.125184745E-1,-1.225053146E-2,4.261054564E-3
8.845362568E0,1.199753210E-1,-1.651158556E-2,6.391582079E-3
8.847372725E0,1.263668984E-1,-2.077264152E-2,7.456845604E-3
8.849382881E0,1.338237375E-1,-2.290316857E-2,7.456845604E-3
8.851393037E0,1.370195299E-1,-2.609895915E-2,9.587372653E-3
8.853403193E0,1.402153224E-1,-3.036001325E-2,5.326318089E-3
8.855413350E0,1.434111148E-1,-3.249054030E-2,6.391582079E-3
8.857423506E0,1.466069072E-1,-3.675159439E-2,7.456845604E-3
8.859433662E0,1.498026997E-1,-4.101264849E-2,2.130527282E-3
8.861443818E0,1.529984921E-1,-4.527370632E-2,4.261054564E-3
8.863453975E0,1.572595388E-1,-4.846949503E-2,1.065263641E-3
8.865464131E0,1.615206003E-1,-5.273054913E-2,1.065263641E-3
8.867474287E0,1.689774394E-1,-5.486107618E-2,1.065263641E-3
8.869484443E0,1.732385010E-1,-5.486107618E-2,-0.000000000E0
8.871494600E0,1.774995476E-1,-5.273054913E-2,-2.130527282E-3
8.873504756E0,1.785648167E-1,-4.527370632E-2,-3.195791040E-3
8.875514912E0,1.732385010E-1,-3.994738683E-2,-6.391582079E-3
8.877525068E0,1.700427085E-1,-3.355580568E-2,-8.522109129E-3
8.879535225E0,1.679121852E-1,-2.716422267E-2,-1.065263618E-2
8.881545381E0,1.647163928E-1,-2.077264152E-2,-1.171789970E-2
8.883555537E0,1.615206003E-1,-1.544632297E-2,-1.384842768E-2
8.885565693E0,1.625858694E-1,-9.054740891E-3,-1.384842768E-2
8.887575850E0,1.572595388E-1,-2.663159044E-3,-1.491369121E-2
8.889586006E0,1.561942846E-1,2.663159044E-3,-1.491369121E-2
8.891596162E0,1.540637612E-1,7.989477366E-3,-1.491369121E-2
8.893606318E0,1.529984921E-1,1.012000442E-2,-1.384842768E-2
8.895616475E0,1.476721764E-1,9.054740891E-3,-1.278316416E-2
8.897626631E0,1.466069072E-1,7.989477366E-3,-1.384842768E-2
8.899636787E0,1.423458606E-1,7.989477366E-3,-1.065263618E-2
8.901646943E0,1.380847991E-1,5.858949851E-3,-1.171789970E-2
8.903657100E0,1.359542757E-1,4.793686327E-3,-9.587372653E-3
8.905667256E0,1.306279600E-1,6.924213842E-3,-6.391582079E-3
8.907677412E0,1.253016293E-1,6.924213842E-3,-7.456845604E-3
8.909687568E0,1.199753210E-1,5.858949851E-3,-5.326318089E-3
8.911697725E0,1.146489978E-1,9.054740891E-3,-5.326318089E-3
8.913707881E0,1.061268896E-1,9.054740891E-3,-5.326318089E-3
8.915718037E0,9.760478139E-2,1.012000442E-2,-1.065263641E-3
8.917728193E0,8.695214242E-2,1.012000442E-2,1.065263641E-3
8.919738350E0,7.523424178E-2,9.054740891E-3,2.130527282E-3
8.921748506E0,6.351634115E-2,6.924213842E-3,5.326318089E-3
8.923758662E0,4.860265180E-2,5.858949851E-3,9.587372653E-3
8.925768818E0,3.688475490E-2,5.326318205E-4,1.065263618E-2
8.927778975E0,2.197106183E-2,-1.597895520E-3,1.384842768E-2
8.929789131E0,9.187898599E-3,-5.858949851E-3,1.597895473E-2
8.931799287E0,-4.660528619E-3,-1.012000442E-2,1.810948178E-2
8.933809443E0,-1.850895584E-2,-1.225053146E-2,2.024000883E-2
8.935819600E0,-2.916159295E-2,-1.970737800E-2,2.024000883E-2
8.937829756E0,-3.981423005E-2,-2.077264152E-2,2.130527236E-2
8.939839912E0,-5.046686530E-2,-2.609895915E-2,2.237053588E-2
8.941850068E0,-5.898897350E-2,-2.929474972E-2,2.130527236E-2
8.943860225E0,-7.070687413E-2,-3.142527863E-2,2.237053588E-2
8.945870381E0,-7.922898233E-2,-3.675159439E-2,2.237053588E-2
8.947880537E0,-8.775109053E-2,-3.568633273E-2,2.237053588E-2
8.949890693E0,-9.627319872E-2,-3.781685978E-2,2.343579940E-2
8.951900850E0,-1.037300453E-1,-3.781685978E-2,2.343579940E-2
8.953911058E0,-1.101216301E-1,-3.781685978E-2,2.556632832E-2
8.955921266E0,-1.143826842E-1,-3.675159439E-2,2.769685537E-2
8.957931475E0,-1.197090000E-1,-3.462106735E-2,2.982738242E-2
8.959941683E0,-1.239700541E-1,-3.355580568E-2,3.195790946E-2
8.961951891E0,-1.261005849E-1,-3.249054030E-2,3.408843651E-2
8.963962100E0,-1.271658540E-1,-3.249054030E-2,3.621896356E-2
8.965972308E0,-1.292963773E-1,-3.249054030E-2,3.834949061E-2
8.967982516E0,-1.261005849E-1,-3.036001325E-2,3.941475600E-2
8.969992725E0,-1.229047924E-1,-2.822948620E-2,4.261054471E-2
8.972002933E0,-1.175784767E-1,-2.929474972E-2,4.261054471E-2
8.974013141E0,-1.101216301E-1,-2.716422267E-2,4.261054471E-2
8.976023350E0,-1.037300453E-1,-2.609895915E-2,4.474107176E-2
8.978033558E0,-9.733846784E-2,-2.396843210E-2,4.367581010E-2
8.980043766E0,-9.094688296E-2,-2.183790505E-2,4.261054471E-2
8.982053975E0,-8.349003643E-2,-2.077264152E-2,4.154528305E-2
8.984064183E0,-7.283740491E-2,-1.757685095E-2,4.048001766E-2
8.986074391E0,-6.751108170E-2,-1.544632297E-2,4.048001766E-2
8.988084600E0,-5.898897350E-2,-1.225053146E-2,3.834949061E-2
8.990094808E0,-5.046686530E-2,-1.012000442E-2,4.048001766E-2
8.992105016E0,-4.087949172E-2,-7.989477366E-3,3.834949061E-2
8.994115225E0,-3.129211813E-2,-4.793686327E-3,3.941475600E-2
8.996125433E0,-2.277000993E-2,-2.663159044E-3,3.834949061E-2
8.998135641E0,-1.531316526E-2,-5.326318205E-4,3.728422895E-2
9.000145850E0,-5.725792143E-3,2.663159044E-3,3.834949061E-2
9.002156058E0,4.926844500E-3,4.793686327E-3,3.834949061E-2
9.004166266E0,1.344895363E-2,5.858949851E-3,3.728422895E-2
9.006176475E0,2.303632535E-2,6.924213842E-3,3.621896356E-2
9.008186683E0,3.368896246E-2,7.989477366E-3,3.515370190E-2
9.010196891E0,3.901528195E-2,9.054740891E-3,3.515370190E-2
9.012207100E0,4.647212476E-2,1.012000442E-2,3.302317113E-2
9.014217308E0,5.392897129E-2,1.225053146E-2,3.089264594E-2
9.016227516E0,6.032055244E-2,1.544632297E-2,2.982738242E-2
9.018237673E0,6.671213359E-2,1.864211448E-2,2.876211889E-2
9.020247829E0,7.097318769E-2,2.077264152E-2,2.769685537E-2
9.022257985E0,7.523424178E-2,2.609895915E-2,2.769685537E-2
9.024268141E0,7.843003422E-2,3.142527863E-2,2.663159184E-2
9.026278298E0,8.162582666E-2,3.994738683E-2,2.343579940E-2
9.028288454E0,8.375635743E-2,4.420844093E-2,2.237053588E-2
9.030298610E0,8.588688076E-2,5.273054913E-2,2.343579940E-2
9.032308766E0,8.695214242E-2,5.912213027E-2,2.237053588E-2
9.034318923E0,8.908267319E-2,6.657897681E-2,2.237053588E-2
9.036329079E0,8.801741153E-2,7.190529257E-2,2.450106293E-2
9.038339235E0,9.014793485E-2,7.723161578E-2,2.450106293E-2
9.040349391E0,9.014793485E-2,8.149266988E-2,2.556632832E-2
9.042359548E0,9.014793485E-2,8.468846232E-2,2.769685537E-2
9.044369704E0,9.014793485E-2,8.788424730E-2,2.663159184E-2
9.046379860E0,9.121319652E-2,9.001477808E-2,2.769685537E-2
9.048390016E0,9.121319652E-2,9.214530140E-2,2.982738242E-2
9.050400173E0,9.440898895E-2,9.534109384E-2,3.089264594E-2
9.052410329E0,9.014793485E-2,9.747162461E-2,3.302317113E-2
9.054420485E0,9.121319652E-2,9.853688627E-2,3.302317113E-2
9.056430641E0,9.121319652E-2,9.960214794E-2,3.621896356E-2
9.058440798E0,9.121319652E-2,1.049284711E-1,3.728422895E-2
9.060450954E0,9.014793485E-2,1.038632020E-1,4.048001766E-2
9.062461110E0,9.121319652E-2,1.059937328E-1,4.261054471E-2
9.064471266E0,9.014793485E-2,1.059937328E-1,4.580633715E-2
9.066481423E0,9.014793485E-2,1.081242561E-1,4.793686420E-2
9.068491579E0,8.801741153E-2,1.113200486E-1,5.219791830E-2
9.070501735E0,8.695214242E-2,1.123853177E-1,5.539371073E-2
9.072511891E0,8.801741153E-2,1.113200486E-1,5.858949944E-2
9.074522048E0,8.588688076E-2,1.123853177E-1,6.285055727E-2
9.076532204E0,8.588688076E-2,1.123853177E-1,6.498108059E-2
9.078542360E0,8.588688076E-2,1.102547869E-1,6.924213469E-2
9.080552516E0,8.695214242E-2,1.102547869E-1,7.350318879E-2
9.082562673E0,8.482161909E-2,1.102547869E-1,7.563371956E-2
9.084572829E0,8.375635743E-2,1.059937328E-1,7.989477366E-2
9.086582985E0,8.375635743E-2,1.049284711E-1,8.096003532E-2
9.088593141E0,8.162582666E-2,1.038632020E-1,8.309056610E-2
9.090603298E0,8.162582666E-2,1.027979404E-1,8.735162020E-2
9.092613454E0,8.162582666E-2,1.027979404E-1,9.054741263E-2
9.094623610E0,7.629951090E-2,1.027979404E-1,9.374319762E-2
9.096633766E0,7.629951090E-2,1.006674170E-1,9.267793596E-2
9.098643923E0,7.310371846E-2,1.017326787E-1,9.693899006E-2
9.100654079E0,7.097318769E-2,1.006674170E-1,9.800425172E-2
9.102664235E0,6.777740270E-2,1.027979404E-1,9.906952083E-2
9.104674391E0,6.671213359E-2,1.027979404E-1,1.001347825E-1
9.106684548E0,6.245107949E-2,1.027979404E-1,1.012000442E-1
9.108694704E0,5.925529078E-2,1.038632020E-1,1.033305749E-1
9.110704860E0,5.605949834E-2,1.049284711E-1,1.043958366E-1
9.112715016E0,5.286370963E-2,1.081242561E-1,1.054610983E-1
9.114725173E0,4.860265180E-2,1.059937328E-1,1.065263674E-1
9.116735329E0,4.434159771E-2,1.070589945E-1,1.075916290E-1
9.118745485E0,4.008054361E-2,1.091895252E-1,1.097221524E-1
9.120755641E0,3.581948951E-2,1.091895252E-1,1.107874215E-1
9.122765798E0,2.942790836E-2,1.123853177E-1,1.118526831E-1
9.124775954E0,2.729738131E-2,1.145158410E-1,1.129179448E-1
9.126786110E0,2.410159074E-2,1.166463718E-1,1.139832065E-1
9.128796266E0,1.877527125E-2,1.177116334E-1,1.150484756E-1
9.130806423E0,1.664474420E-2,1.187768951E-1,1.161137372E-1
9.132816579E0,1.451421715E-2,1.198421568E-1,1.161137372E-1
9.134826735E0,1.344895363E-2,1.219726875E-1,1.161137372E-1
9.136836891E0,9.187898599E-3,1.209074259E-1,1.171789989E-1
9.138847048E0,7.057371549E-3,1.198421568E-1,1.182442605E-1
9.140857204E0,3.861580743E-3,1.209074259E-1,1.193095297E-1
9.142867360E0,6.657897611E-4,1.241032109E-1,1.203747913E-1
9.144877516E0,-2.530001104E-3,1.241032109E-1,1.203747913E-1
9.146887673E0,-5.725792143E-3,1.230379492E-1,1.203747913E-1
9.148897829E0,-9.986846708E-3,1.241032109E-1,1.203747913E-1
9.150907985E0,-1.318263728E-2,1.272990108E-1,1.225053221E-1
9.152918141E0,-1.424790081E-2,1.294295341E-1,1.235705838E-1
9.154928298E0,-1.744369231E-2,1.315600574E-1,1.246358454E-1
9.156938454E0,-2.063948289E-2,1.326253265E-1,1.257011145E-1
9.158948610E0,-2.277000993E-2,1.326253265E-1,1.299621612E-1
9.160958766E0,-2.596580051E-2,1.326253265E-1,1.310274303E-1
9.162968923E0,-2.703106403E-2,1.326253265E-1,1.320926845E-1
9.164979079E0,-2.703106403E-2,1.315600574E-1,1.352884769E-1
9.166989235E0,-2.916159295E-2,1.304948032E-1,1.352884769E-1
9.168999391E0,-3.022685647E-2,1.304948032E-1,1.384842694E-1
9.171009548E0,-3.129211813E-2,1.272990108E-1,1.363537461E-1
9.173019704E0,-3.555317223E-2,1.262337416E-1,1.363537461E-1
9.175029860E0,-3.661843762E-2,1.272990108E-1,1.374190152E-1
9.177040016E0,-3.874896467E-2,1.272990108E-1,1.363537461E-1
9.179050173E0,-3.874896467E-2,1.283642650E-1,1.352884769E-1
9.181060329E0,-3.981423005E-2,1.304948032E-1,1.363537461E-1
9.183070485E0,-4.407528415E-2,1.304948032E-1,1.352884769E-1
9.185080641E0,-4.727107286E-2,1.315600574E-1,1.363537461E-1
9.187090798E0,-4.620581120E-2,1.326253265E-1,1.352884769E-1
9.189100954E0,-4.833633825E-2,1.379516423E-1,1.342232227E-1
9.191111110E0,-5.046686530E-2,1.358211190E-1,1.363537461E-1
9.193121266E0,-5.472791940E-2,1.358211190E-1,1.363537461E-1
9.195128141E0,-5.366265774E-2,1.379516423E-1,1.384842694E-1
9.197135016E0,-5.259739235E-2,1.336905807E-1,1.384842694E-1
9.199142308E0,-5.259739235E-2,1.283642650E-1,1.406148076E-1
9.201150120E0,-5.046686530E-2,1.272990108E-1,1.427453309E-1
9.203158506E0,-4.727107286E-2,1.219726875E-1,1.427453309E-1
9.205167516E0,-4.727107286E-2,1.177116334E-1,1.438105851E-1
9.207177204E0,-4.407528415E-2,1.166463718E-1,1.427453309E-1
9.209187516E0,-4.301001877E-2,1.145158410E-1,1.427453309E-1
9.211198454E0,-4.087949172E-2,1.113200486E-1,1.416800618E-1
9.213209964E0,-3.661843762E-2,1.145158410E-1,1.395495385E-1
9.215221943E0,-3.448791057E-2,1.113200486E-1,1.384842694E-1
9.217234339E0,-3.235738352E-2,1.145158410E-1,1.384842694E-1
9.219246995E0,-3.022685647E-2,1.177116334E-1,1.374190152E-1
9.221259808E0,-2.916159295E-2,1.166463718E-1,1.363537461E-1
9.223272673E0,-2.703106403E-2,1.177116334E-1,1.342232227E-1
9.225284964E0,-2.383527346E-2,1.187768951E-1,1.352884769E-1
9.227295173E0,-1.957421936E-2,1.198421568E-1,1.342232227E-1
9.229305329E0,-1.744369231E-2,1.198421568E-1,1.342232227E-1
9.231315485E0,-1.424790081E-2,1.177116334E-1,1.342232227E-1
9.233325641E0,-9.986846708E-3,1.166463718E-1,1.342232227E-1
9.235335798E0,-3.595264861E-3,1.123853177E-1,1.331579536E-1
9.237345954E0,6.657897611E-4,1.091895252E-1,1.352884769E-1
9.239356110E0,4.926844500E-3,1.102547869E-1,1.342232227E-1
9.241366266E0,8.122635074E-3,1.123853177E-1,1.310274303E-1
9.243376423E0,1.344895363E-2,1.134505793E-1,1.299621612E-1
9.245386579E0,1.664474420E-2,1.134505793E-1,1.299621612E-1
9.247396735E0,2.197106183E-2,1.113200486E-1,1.267663687E-1
9.249406891E0,2.516685426E-2,1.113200486E-1,1.257011145E-1
9.251417048E0,3.049317189E-2,1.081242561E-1,1.246358454E-1
9.253427204E0,3.688475490E-2,1.102547869E-1,1.235705838E-1
9.255437360E0,3.901528195E-2,1.102547869E-1,1.203747913E-1
9.257447516E0,4.114580899E-2,1.091895252E-1,1.171789989E-1
