"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.422999169E2,-3.595264861E-3,-1.805621833E-1,5.858949944E-2
1.423019271E2,-1.464737463E-3,-1.858884990E-1,5.326318368E-2
1.423039373E2,3.861580743E-3,-1.901495606E-1,4.793686420E-2
1.423059476E2,5.992108025E-3,-1.901495606E-1,4.474107176E-2
1.423079578E2,1.025316212E-2,-1.954758763E-1,3.834949061E-2
1.423099680E2,1.451421715E-2,-1.976063997E-1,3.195790946E-2
1.423119782E2,1.984053478E-2,-2.008021921E-1,2.663159184E-2
1.423139884E2,2.623211779E-2,-2.029327303E-1,2.024000883E-2
1.423159986E2,3.049317189E-2,-2.008021921E-1,1.384842768E-2
1.423180088E2,3.475422785E-2,-2.039979845E-1,7.456845604E-3
1.423200190E2,4.008054361E-2,-2.008021921E-1,4.261054564E-3
1.423220292E2,4.647212476E-2,-1.976063997E-1,-2.130527282E-3
1.423240394E2,4.966791719E-2,-1.922800839E-1,-8.522109129E-3
1.423260496E2,5.712476373E-2,-1.869537681E-1,-1.171789970E-2
1.423280598E2,6.245107949E-2,-1.826927215E-1,-1.597895473E-2
1.423300701E2,6.564687192E-2,-1.763011366E-1,-1.917474531E-2
1.423320803E2,7.310371846E-2,-1.741705984E-1,-2.237053588E-2
1.423340905E2,7.736477256E-2,-1.709748209E-1,-2.343579940E-2
1.423361007E2,7.949529588E-2,-1.645832360E-1,-2.450106293E-2
1.423381109E2,8.375635743E-2,-1.603221744E-1,-2.343579940E-2
1.423401211E2,8.588688076E-2,-1.528653353E-1,-2.450106293E-2
1.423421313E2,8.482161909E-2,-1.443432271E-1,-2.237053588E-2
1.423441415E2,8.482161909E-2,-1.358211190E-1,-2.024000883E-2
1.423461517E2,8.695214242E-2,-1.251684725E-1,-1.917474531E-2
1.423481619E2,8.375635743E-2,-1.134505793E-1,-1.491369121E-2
1.423501721E2,8.375635743E-2,-1.027979404E-1,-1.278316416E-2
1.423521823E2,7.843003422E-2,-9.108003974E-2,-8.522109129E-3
1.423541926E2,7.736477256E-2,-7.616634667E-2,-5.326318089E-3
1.423562028E2,7.310371846E-2,-5.912213027E-2,-1.065263641E-3
1.423582130E2,6.458161026E-2,-4.740423337E-2,4.261054564E-3
1.423602232E2,6.032055244E-2,-3.249054030E-2,8.522109129E-3
1.423622334E2,5.286370963E-2,-2.183790505E-2,1.597895473E-2
1.423642436E2,4.966791719E-2,-1.651158556E-2,2.663159184E-2
1.423662538E2,4.647212476E-2,-7.989477366E-3,3.834949061E-2
1.423682640E2,4.540686309E-2,5.858949851E-3,4.793686420E-2
1.423702742E2,3.901528195E-2,2.183790505E-2,5.645897239E-2
1.423722844E2,3.688475490E-2,3.888212144E-2,6.391581893E-2
1.423742946E2,3.368896246E-2,5.912213027E-2,7.350318879E-2
1.423763048E2,2.942790836E-2,7.936213911E-2,8.202529699E-2
1.423783151E2,2.516685426E-2,9.640636295E-2,8.948214352E-2
1.423803253E2,1.984053478E-2,1.209074259E-1,9.587372839E-2
1.423823355E2,1.451421715E-2,1.422126889E-1,1.033305749E-1
1.423843457E2,1.025316212E-2,1.645832360E-1,1.086568907E-1
1.423863559E2,3.861580743E-3,1.880190372E-1,1.118526831E-1
1.423883661E2,-2.530001104E-3,2.071937770E-1,1.129179448E-1
1.423903763E2,-8.921583183E-3,2.231727391E-1,1.139832065E-1
1.423923865E2,-1.531316526E-2,2.380864173E-1,1.150484756E-1
1.423943967E2,-1.957421936E-2,2.487390637E-1,1.129179448E-1
1.423964069E2,-2.703106403E-2,2.604569495E-1,1.118526831E-1
1.423984171E2,-3.448791057E-2,2.647180259E-1,1.075916290E-1
1.424004273E2,-4.301001877E-2,2.732401192E-1,1.075916290E-1
1.424024376E2,-5.046686530E-2,2.764359117E-1,1.043958366E-1
1.424044478E2,-5.579318479E-2,2.806969583E-1,1.012000442E-1
1.424064580E2,-6.325002760E-2,2.828274965E-1,9.906952083E-2
1.424084682E2,-7.177213579E-2,2.849580348E-1,9.800425172E-2
1.424104784E2,-7.922898233E-2,2.870885432E-1,9.587372839E-2
1.424124886E2,-8.455529809E-2,2.849580348E-1,9.480846673E-2
1.424144988E2,-8.988162130E-2,2.860232890E-1,9.267793596E-2
1.424165090E2,-9.840372950E-2,2.849580348E-1,9.267793596E-2
1.424185192E2,-1.026647836E-1,2.828274965E-1,9.267793596E-2
1.424205294E2,-1.111868918E-1,2.849580348E-1,9.587372839E-2
1.424225396E2,-1.175784767E-1,2.796317041E-1,9.693899006E-2
1.424245498E2,-1.229047924E-1,2.721748650E-1,9.587372839E-2
1.424265601E2,-1.314269006E-1,2.636527419E-1,1.001347825E-1
1.424285703E2,-1.367532164E-1,2.551306486E-1,1.033305749E-1
1.424305805E2,-1.420795321E-1,2.444780022E-1,1.065263674E-1
1.424325907E2,-1.484711170E-1,2.327601016E-1,1.086568907E-1
1.424346009E2,-1.537974328E-1,2.242379934E-1,1.161137372E-1
1.424366111E2,-1.569932252E-1,2.125200927E-1,1.193095297E-1
1.424386213E2,-1.623195410E-1,2.018674612E-1,1.267663687E-1
1.424406315E2,-1.676458716E-1,1.880190372E-1,1.320926845E-1
1.424426417E2,-1.708416492E-1,1.752358675E-1,1.384842694E-1
1.424446519E2,-1.772332340E-1,1.635179669E-1,1.427453309E-1
1.424466621E2,-1.793637723E-1,1.496695429E-1,1.470063776E-1
1.424486723E2,-1.804290265E-1,1.358211190E-1,1.523326933E-1
1.424506826E2,-1.836248189E-1,1.209074259E-1,1.565937549E-1
1.424526928E2,-1.836248189E-1,1.070589945E-1,1.619200706E-1
1.424547030E2,-1.846900880E-1,9.001477808E-2,1.640505940E-1
1.424567132E2,-1.878858805E-1,7.403582335E-2,1.683116555E-1
1.424587234E2,-1.889511347E-1,5.699160323E-2,1.704421788E-1
1.424607336E2,-1.889511347E-1,4.314317927E-2,1.693769246E-1
1.424627438E2,-1.878858805E-1,2.503369562E-2,1.725727171E-1
1.424647540E2,-1.878858805E-1,1.118526794E-2,1.736379713E-1
1.424667642E2,-1.868206114E-1,-5.858949851E-3,1.736379713E-1
1.424687744E2,-1.889511347E-1,-1.970737800E-2,1.757684946E-1
1.424707846E2,-1.857553422E-1,-3.568633273E-2,1.757684946E-1
1.424727948E2,-1.836248189E-1,-4.846949503E-2,1.747032404E-1
1.424748051E2,-1.836248189E-1,-6.018739566E-2,1.747032404E-1
1.424768153E2,-1.793637723E-1,-7.723161578E-2,1.725727171E-1
1.424788255E2,-1.772332340E-1,-9.001477808E-2,1.693769246E-1
1.424808357E2,-1.729721874E-1,-1.038632020E-1,1.640505940E-1
1.424828459E2,-1.676458716E-1,-1.198421568E-1,1.597895473E-1
1.424848561E2,-1.633848101E-1,-1.336905807E-1,1.555284858E-1
1.424868663E2,-1.612542868E-1,-1.528653353E-1,1.480716467E-1
1.424888765E2,-1.569932252E-1,-1.699095517E-1,1.438105851E-1
1.424908867E2,-1.506016403E-1,-1.869537681E-1,1.374190152E-1
1.424928969E2,-1.452753246E-1,-2.039979845E-1,1.320926845E-1
1.424949071E2,-1.420795321E-1,-2.189116776E-1,1.267663687E-1
1.424969173E2,-1.388837546E-1,-2.359558940E-1,1.193095297E-1
1.424989276E2,-1.324921697E-1,-2.508696020E-1,1.118526831E-1
1.425009378E2,-1.271658540E-1,-2.647180259E-1,1.054610983E-1
1.425029480E2,-1.229047924E-1,-2.796317041E-1,9.587372839E-2
1.425049582E2,-1.165132076E-1,-2.924148738E-1,9.054741263E-2
1.425069684E2,-1.111868918E-1,-3.062632978E-1,8.309056610E-2
1.425089786E2,-1.026647836E-1,-3.179811835E-1,7.669898123E-2
1.425109889E2,-9.946899116E-2,-3.307643533E-1,6.817687303E-2
1.425129992E2,-8.988162130E-2,-3.392864764E-1,5.965476483E-2
1.425150094E2,-8.562056720E-2,-3.456780612E-1,5.326318368E-2
1.425170197E2,-7.603318989E-2,-3.499391079E-1,4.154528305E-2
1.425190299E2,-6.644582003E-2,-3.520696461E-1,3.408843651E-2
1.425210402E2,-5.792371184E-2,-3.531349003E-1,2.556632832E-2
1.425230505E2,-4.940159991E-2,-3.488738537E-1,1.810948178E-2
1.425250607E2,-3.661843762E-2,-3.446127772E-1,1.065263618E-2
1.425270710E2,-2.596580051E-2,-3.371559381E-1,3.195791040E-3
1.425290812E2,-1.424790081E-2,-3.307643533E-1,-4.261054564E-3
1.425310915E2,-2.530001104E-3,-3.243727684E-1,-8.522109129E-3
1.425331018E2,9.187898599E-3,-3.137201369E-1,-1.171789970E-2
1.425351120E2,2.197106183E-2,-3.030675054E-1,-1.278316416E-2
1.425371223E2,3.262370080E-2,-2.924148738E-1,-1.491369121E-2
1.425391326E2,4.221107066E-2,-2.860232890E-1,-1.491369121E-2
1.425411428E2,5.179844424E-2,-2.775011659E-1,-1.278316416E-2
1.425431531E2,6.458161026E-2,-2.700443268E-1,-1.171789970E-2
1.425451633E2,7.523424178E-2,-2.636527419E-1,-1.065263618E-2
1.425471736E2,8.588688076E-2,-2.551306486E-1,-9.587372653E-3
1.425491839E2,9.653951973E-2,-2.498043180E-1,-9.587372653E-3
1.425511941E2,1.050616279E-1,-2.412822098E-1,-6.391582079E-3
1.425532044E2,1.135837361E-1,-2.370211631E-1,-5.326318089E-3
1.425552146E2,1.199753210E-1,-2.295643091E-1,-2.130527282E-3
1.425572249E2,1.263668984E-1,-2.210422009E-1,3.195791040E-3
1.425592352E2,1.327584833E-1,-2.135853618E-1,5.326318089E-3
1.425612454E2,1.348890066E-1,-2.071937770E-1,8.522109129E-3
1.425632557E2,1.359542757E-1,-1.986716688E-1,1.491369121E-2
1.425652659E2,1.370195299E-1,-1.922800839E-1,1.597895473E-2
1.425672762E2,1.370195299E-1,-1.858884990E-1,2.024000883E-2
1.425692864E2,1.338237375E-1,-1.784316599E-1,2.343579940E-2
1.425712966E2,1.306279600E-1,-1.699095517E-1,2.769685537E-2
1.425733068E2,1.242363751E-1,-1.613874435E-1,2.982738242E-2
1.425753170E2,1.189100519E-1,-1.507348120E-1,3.089264594E-2
1.425773272E2,1.125184745E-1,-1.379516423E-1,3.089264594E-2
1.425793374E2,1.029310971E-1,-1.272990108E-1,3.408843651E-2
1.425813477E2,9.334372729E-2,-1.134505793E-1,3.195790946E-2
1.425833579E2,8.162582666E-2,-1.017326787E-1,3.302317113E-2
1.425853681E2,7.097318769E-2,-9.001477808E-2,3.089264594E-2
1.425873783E2,5.819002539E-2,-7.510108501E-2,3.089264594E-2
1.425893885E2,4.753739014E-2,-6.444845349E-2,3.089264594E-2
1.425913987E2,3.475422785E-2,-5.060002208E-2,2.769685537E-2
1.425934089E2,2.516685426E-2,-3.568633273E-2,2.769685537E-2
1.425954191E2,1.451421715E-2,-2.290316857E-2,2.450106293E-2
1.425974293E2,4.926844500E-3,-7.989477366E-3,2.130527236E-2
1.425994395E2,-5.725792143E-3,5.326318205E-4,1.810948178E-2
1.426014497E2,-1.424790081E-2,6.924213842E-3,1.384842768E-2
1.426034599E2,-2.170474641E-2,1.118526794E-2,1.278316416E-2
1.426054702E2,-2.809632942E-2,1.225053146E-2,7.456845604E-3
1.426074804E2,-3.342264518E-2,1.438105945E-2,3.195791040E-3
1.426094906E2,-3.981423005E-2,1.331579592E-2,-2.130527282E-3
1.426115008E2,-4.514054582E-2,1.331579592E-2,-6.391582079E-3
1.426135110E2,-4.833633825E-2,1.118526794E-2,-1.278316416E-2
1.426155212E2,-5.046686530E-2,1.225053146E-2,-1.917474531E-2
1.426175314E2,-5.472791940E-2,1.225053146E-2,-2.343579940E-2
1.426195416E2,-5.579318479E-2,1.225053146E-2,-3.195790946E-2
1.426215518E2,-5.685844645E-2,1.012000442E-2,-3.834949061E-2
1.426235620E2,-5.685844645E-2,1.225053146E-2,-4.261054471E-2
1.426255722E2,-5.685844645E-2,1.118526794E-2,-4.793686420E-2
1.426275824E2,-5.898897350E-2,1.118526794E-2,-5.432844535E-2
1.426295927E2,-6.111950055E-2,9.054740891E-3,-5.858949944E-2
1.426316029E2,-6.218476593E-2,7.989477366E-3,-6.072002649E-2
1.426336131E2,-6.218476593E-2,1.597895520E-3,-6.391581893E-2
1.426356233E2,-6.218476593E-2,-3.728422802E-3,-6.604634225E-2
1.426376335E2,-6.218476593E-2,-9.054740891E-3,-6.817687303E-2
1.426396437E2,-6.218476593E-2,-1.544632297E-2,-7.243792713E-2
1.426416539E2,-6.218476593E-2,-2.290316857E-2,-7.456845790E-2
1.426436641E2,-6.111950055E-2,-3.142527863E-2,-7.350318879E-2
1.426456743E2,-6.218476593E-2,-3.888212144E-2,-7.456845790E-2
1.426476845E2,-6.005423889E-2,-4.740423337E-2,-7.243792713E-2
1.426496947E2,-6.111950055E-2,-5.273054913E-2,-7.137266546E-2
1.426517049E2,-5.792371184E-2,-6.231792271E-2,-6.924213469E-2
1.426537152E2,-5.792371184E-2,-6.870950758E-2,-6.604634225E-2
1.426557254E2,-5.579318479E-2,-7.829687744E-2,-6.391581893E-2
1.426577356E2,-5.472791940E-2,-8.362319320E-2,-5.965476483E-2
1.426597458E2,-5.366265774E-2,-9.214530140E-2,-5.539371073E-2
1.426617560E2,-5.046686530E-2,-9.853688627E-2,-5.326318368E-2
1.426637662E2,-5.046686530E-2,-1.059937328E-1,-4.900212586E-2
1.426657764E2,-4.940159991E-2,-1.145158410E-1,-4.687159881E-2
1.426677866E2,-4.620581120E-2,-1.241032109E-1,-4.474107176E-2
1.426697968E2,-4.620581120E-2,-1.315600574E-1,-4.154528305E-2
1.426718070E2,-4.301001877E-2,-1.379516423E-1,-3.941475600E-2
1.426738172E2,-4.194475710E-2,-1.464737505E-1,-3.834949061E-2
1.426758274E2,-3.768370301E-2,-1.528653353E-1,-3.728422895E-2
1.426778377E2,-3.874896467E-2,-1.592569202E-1,-3.621896356E-2
1.426798479E2,-3.555317223E-2,-1.613874435E-1,-3.302317113E-2
1.426818581E2,-3.022685647E-2,-1.677790284E-1,-3.195790946E-2
1.426838683E2,-2.809632942E-2,-1.731053442E-1,-3.195790946E-2
1.426858785E2,-2.596580051E-2,-1.752358675E-1,-3.195790946E-2
1.426878887E2,-2.170474641E-2,-1.773663908E-1,-2.982738242E-2
1.426898989E2,-1.957421936E-2,-1.773663908E-1,-3.195790946E-2
1.426919091E2,-1.637842879E-2,-1.794969290E-1,-3.195790946E-2
1.426939193E2,-1.637842879E-2,-1.858884990E-1,-3.089264594E-2
1.426959295E2,-1.318263728E-2,-1.922800839E-1,-3.089264594E-2
1.426979397E2,-9.986846708E-3,-1.965411454E-1,-3.195790946E-2
1.426999499E2,-1.105211023E-2,-1.944106072E-1,-3.195790946E-2
1.427019602E2,-7.856319658E-3,-1.890842915E-1,-3.195790946E-2
1.427039704E2,-6.791055668E-3,-1.858884990E-1,-3.089264594E-2
1.427059806E2,-2.530001104E-3,-1.794969290E-1,-2.982738242E-2
1.427079908E2,-4.660528619E-3,-1.688442826E-1,-2.876211889E-2
1.427100010E2,-3.595264861E-3,-1.613874435E-1,-2.769685537E-2
1.427120112E2,-1.464737463E-3,-1.528653353E-1,-2.450106293E-2
1.427140214E2,-3.994738800E-4,-1.454084814E-1,-2.450106293E-2
1.427160316E2,-1.464737463E-3,-1.358211190E-1,-2.130527236E-2
1.427180418E2,-1.464737463E-3,-1.272990108E-1,-1.704421826E-2
1.427200520E2,-3.994738800E-4,-1.166463718E-1,-1.491369121E-2
1.427220622E2,-3.994738800E-4,-1.027979404E-1,-1.171789970E-2
1.427240724E2,-1.464737463E-3,-8.788424730E-2,-9.587372653E-3
1.427260827E2,-1.464737463E-3,-7.616634667E-2,-7.456845604E-3
1.427280929E2,-1.464737463E-3,-6.444845349E-2,-3.195791040E-3
1.427301031E2,-1.464737463E-3,-5.379581451E-2,-0.000000000E0
1.427321133E2,-3.595264861E-3,-4.527370632E-2,3.195791040E-3
1.427341235E2,-3.595264861E-3,-3.568633273E-2,6.391582079E-3
1.427361337E2,-5.725792143E-3,-3.036001325E-2,1.065263618E-2
1.427381439E2,-9.986846708E-3,-2.503369562E-2,1.597895473E-2
1.427401541E2,-1.318263728E-2,-2.396843210E-2,1.704421826E-2
1.427421643E2,-1.637842879E-2,-1.864211448E-2,1.917474531E-2
1.427441745E2,-2.063948289E-2,-1.970737800E-2,2.024000883E-2
1.427461847E2,-2.277000993E-2,-1.864211448E-2,2.450106293E-2
1.427481949E2,-2.809632942E-2,-1.864211448E-2,2.556632832E-2
1.427502052E2,-3.342264518E-2,-1.864211448E-2,2.769685537E-2
1.427522154E2,-3.342264518E-2,-1.757685095E-2,3.089264594E-2
1.427542256E2,-3.555317223E-2,-1.757685095E-2,3.089264594E-2
1.427562358E2,-3.661843762E-2,-1.438105945E-2,3.195790946E-2
1.427582460E2,-3.981423005E-2,-1.225053146E-2,3.302317113E-2
1.427602562E2,-4.194475710E-2,-1.225053146E-2,3.515370190E-2
1.427622664E2,-4.514054582E-2,-9.054740891E-3,3.302317113E-2
1.427642766E2,-4.514054582E-2,-5.858949851E-3,3.621896356E-2
1.427662868E2,-4.407528415E-2,-3.728422802E-3,3.515370190E-2
1.427682970E2,-4.407528415E-2,-4.793686327E-3,3.621896356E-2
1.427703072E2,-4.407528415E-2,-5.858949851E-3,3.621896356E-2
1.427723174E2,-4.407528415E-2,-7.989477366E-3,3.515370190E-2
1.427743277E2,-4.407528415E-2,-1.012000442E-2,3.515370190E-2
1.427763379E2,-4.194475710E-2,-1.331579592E-2,3.621896356E-2
1.427783481E2,-3.981423005E-2,-1.757685095E-2,3.834949061E-2
1.427803583E2,-3.874896467E-2,-1.970737800E-2,3.621896356E-2
1.427823685E2,-3.874896467E-2,-2.183790505E-2,4.154528305E-2
1.427843787E2,-3.874896467E-2,-2.716422267E-2,4.261054471E-2
1.427863889E2,-3.768370301E-2,-3.036001325E-2,4.474107176E-2
1.427883991E2,-3.768370301E-2,-3.781685978E-2,4.474107176E-2
1.427904093E2,-3.874896467E-2,-4.101264849E-2,4.687159881E-2
1.427924195E2,-3.768370301E-2,-5.166528746E-2,4.900212586E-2
1.427944297E2,-3.768370301E-2,-5.699160323E-2,5.006739125E-2
1.427964399E2,-3.661843762E-2,-6.764423847E-2,5.219791830E-2
1.427984502E2,-3.768370301E-2,-7.403582335E-2,5.539371073E-2
1.428004604E2,-4.087949172E-2,-8.149266988E-2,5.539371073E-2
1.428024706E2,-4.194475710E-2,-8.681898564E-2,5.645897239E-2
1.428044808E2,-4.194475710E-2,-8.788424730E-2,5.752423778E-2
1.428064910E2,-4.301001877E-2,-8.788424730E-2,5.645897239E-2
1.428085012E2,-4.407528415E-2,-8.681898564E-2,5.645897239E-2
1.428105114E2,-4.407528415E-2,-8.362319320E-2,5.645897239E-2
1.428125216E2,-4.514054582E-2,-8.362319320E-2,5.539371073E-2
1.428145318E2,-4.727107286E-2,-7.829687744E-2,5.752423778E-2
1.428165420E2,-4.727107286E-2,-7.723161578E-2,5.645897239E-2
1.428185522E2,-5.046686530E-2,-7.084003091E-2,5.539371073E-2
1.428205624E2,-5.259739235E-2,-6.657897681E-2,5.539371073E-2
1.428225727E2,-5.153212696E-2,-6.125266105E-2,5.432844535E-2
1.428245829E2,-5.472791940E-2,-5.379581451E-2,5.326318368E-2
1.428265931E2,-5.579318479E-2,-4.314317927E-2,5.326318368E-2
1.428286033E2,-5.579318479E-2,-3.036001325E-2,5.006739125E-2
1.428306135E2,-5.579318479E-2,-1.225053146E-2,5.006739125E-2
1.428326237E2,-5.472791940E-2,7.989477366E-3,5.113265663E-2
1.428346339E2,-5.259739235E-2,2.716422267E-2,5.006739125E-2
1.428366442E2,-4.940159991E-2,4.633896798E-2,4.793686420E-2
1.428386544E2,-4.940159991E-2,6.231792271E-2,4.367581010E-2
1.428406647E2,-4.727107286E-2,7.829687744E-2,4.261054471E-2
1.428426749E2,-4.620581120E-2,8.788424730E-2,4.048001766E-2
1.428446852E2,-4.301001877E-2,9.747162461E-2,3.515370190E-2
1.428466955E2,-4.194475710E-2,1.038632020E-1,3.195790946E-2
1.428487057E2,-3.981423005E-2,1.059937328E-1,2.663159184E-2
1.428507160E2,-3.874896467E-2,1.102547869E-1,2.130527236E-2
1.428527262E2,-3.768370301E-2,1.102547869E-1,1.810948178E-2
1.428547365E2,-3.555317223E-2,1.123853177E-1,1.384842768E-2
1.428567468E2,-3.342264518E-2,1.102547869E-1,1.065263618E-2
1.428587570E2,-3.342264518E-2,1.091895252E-1,2.130527282E-3
1.428607673E2,-3.129211813E-2,1.145158410E-1,-1.065263641E-3
1.428627776E2,-2.703106403E-2,1.134505793E-1,-7.456845604E-3
1.428647878E2,-2.383527346E-2,1.155811027E-1,-1.384842768E-2
1.428667981E2,-2.170474641E-2,1.145158410E-1,-1.917474531E-2
1.428688083E2,-1.637842879E-2,1.155811027E-1,-2.769685537E-2
1.428708186E2,-1.424790081E-2,1.166463718E-1,-3.408843651E-2
1.428728289E2,-1.105211023E-2,1.177116334E-1,-4.048001766E-2
1.428748391E2,-6.791055668E-3,1.145158410E-1,-4.687159881E-2
1.428768494E2,-3.595264861E-3,1.102547869E-1,-5.432844535E-2
1.428788596E2,6.657897611E-4,1.049284711E-1,-6.178529188E-2
1.428808699E2,4.926844500E-3,9.853688627E-2,-6.817687303E-2
1.428828802E2,7.057371549E-3,9.321057051E-2,-7.563371956E-2
1.428848904E2,1.131842658E-2,8.575372398E-2,-8.415582776E-2
1.428869007E2,1.557948068E-2,8.042740822E-2,-8.948214352E-2
1.428889109E2,1.664474420E-2,7.084003091E-2,-9.587372839E-2
1.428909212E2,2.303632535E-2,6.551371515E-2,-1.022653133E-1
1.428929315E2,2.729738131E-2,5.592634156E-2,-1.107874215E-1
1.428949417E2,2.942790836E-2,4.527370632E-2,-1.139832065E-1
1.428969519E2,3.262370080E-2,3.355580568E-2,-1.203747913E-1
1.428989621E2,3.475422785E-2,2.183790505E-2,-1.257011145E-1
1.429009723E2,3.795001656E-2,1.012000442E-2,-1.310274303E-1
1.429029826E2,4.221107066E-2,-3.728422802E-3,-1.352884769E-1
1.429049928E2,4.221107066E-2,-1.970737800E-2,-1.384842694E-1
1.429070030E2,4.327633604E-2,-3.142527863E-2,-1.406148076E-1
1.429090132E2,4.434159771E-2,-4.633896798E-2,-1.416800618E-1
1.429110234E2,4.434159771E-2,-6.125266105E-2,-1.427453309E-1
1.429130336E2,4.327633604E-2,-7.297056168E-2,-1.416800618E-1
1.429150438E2,4.221107066E-2,-8.681898564E-2,-1.427453309E-1
1.429170540E2,4.008054361E-2,-9.960214794E-2,-1.395495385E-1
1.429190642E2,3.901528195E-2,-1.113200486E-1,-1.384842694E-1
1.429210744E2,3.475422785E-2,-1.209074259E-1,-1.342232227E-1
1.429230846E2,3.049317189E-2,-1.326253265E-1,-1.299621612E-1
1.429250948E2,2.516685426E-2,-1.411474347E-1,-1.267663687E-1
1.429271051E2,2.090579830E-2,-1.496695429E-1,-1.203747913E-1
1.429291153E2,1.344895363E-2,-1.560611278E-1,-1.161137372E-1
1.429311255E2,4.926844500E-3,-1.613874435E-1,-1.097221524E-1
1.429331357E2,-1.464737463E-3,-1.635179669E-1,-1.054610983E-1
1.429351459E2,-1.105211023E-2,-1.645832360E-1,-9.800425172E-2
1.429371561E2,-2.170474641E-2,-1.603221744E-1,-9.054741263E-2
1.429391663E2,-3.022685647E-2,-1.592569202E-1,-8.522108942E-2
1.429411765E2,-4.087949172E-2,-1.518000662E-1,-8.202529699E-2
1.429431867E2,-4.940159991E-2,-1.432779580E-1,-7.669898123E-2
1.429451932E2,-6.005423889E-2,-1.315600574E-1,-7.350318879E-2
1.429471997E2,-6.751108170E-2,-1.219726875E-1,-7.030740380E-2
1.429492067E2,-7.496792823E-2,-1.091895252E-1,-6.924213469E-2
1.429512141E2,-8.562056720E-2,-9.853688627E-2,-6.924213469E-2
1.429532222E2,-9.201214463E-2,-8.681898564E-2,-7.243792713E-2
1.429552309E2,-9.946899116E-2,-7.723161578E-2,-7.350318879E-2
1.429572404E2,-1.058605760E-1,-6.551371515E-2,-7.776424289E-2
1.429592506E2,-1.154479459E-1,-5.592634156E-2,-8.202529699E-2
1.429612615E2,-1.239700541E-1,-4.527370632E-2,-8.628635854E-2
1.429632730E2,-1.292963773E-1,-3.675159439E-2,-9.267793596E-2
1.429652851E2,-1.346226931E-1,-2.716422267E-2,-9.693899006E-2
1.429672977E2,-1.399490088E-1,-1.651158556E-2,-1.012000442E-1
1.429693106E2,-1.452753246E-1,-2.663159044E-3,-1.043958366E-1
1.429713237E2,-1.506016403E-1,1.118526794E-2,-1.086568907E-1
1.429733370E2,-1.548627019E-1,2.609895915E-2,-1.118526831E-1
1.429753503E2,-1.612542868E-1,4.527370632E-2,-1.150484756E-1
1.429773607E2,-1.633848101E-1,6.018739566E-2,-1.150484756E-1
1.429793709E2,-1.676458716E-1,7.616634667E-2,-1.182442605E-1
1.429813811E2,-1.708416492E-1,9.108003974E-2,-1.193095297E-1
1.429833913E2,-1.729721874E-1,1.081242561E-1,-1.214400530E-1
1.429854015E2,-1.761679798E-1,1.230379492E-1,-1.225053221E-1
1.429874117E2,-1.804290265E-1,1.358211190E-1,-1.267663687E-1
1.429894219E2,-1.846900880E-1,1.464737505E-1,-1.267663687E-1
1.429914321E2,-1.868206114E-1,1.549958587E-1,-1.299621612E-1
1.429934423E2,-1.868206114E-1,1.645832360E-1,-1.299621612E-1
1.429954526E2,-1.900164038E-1,1.709748209E-1,-1.320926845E-1
1.429974628E2,-1.921469271E-1,1.794969290E-1,-1.331579536E-1
1.429994730E2,-1.942774504E-1,1.858884990E-1,-1.352884769E-1
1.430014832E2,-1.964079887E-1,1.922800839E-1,-1.363537461E-1
1.430034934E2,-1.985385120E-1,1.986716688E-1,-1.374190152E-1
1.430055036E2,-2.006690353E-1,2.061285079E-1,-1.384842694E-1
1.430075138E2,-2.049300969E-1,2.103895694E-1,-1.374190152E-1
1.430095240E2,-2.059953511E-1,2.167811543E-1,-1.374190152E-1
1.430115342E2,-2.081258893E-1,2.242379934E-1,-1.352884769E-1
1.430135444E2,-2.081258893E-1,2.338253707E-1,-1.363537461E-1
1.430155546E2,-2.113216817E-1,2.391516864E-1,-1.331579536E-1
1.430175648E2,-2.113216817E-1,2.455432713E-1,-1.320926845E-1
1.430195751E2,-2.134522051E-1,2.540653646E-1,-1.299621612E-1
1.430215853E2,-2.145174593E-1,2.625874877E-1,-1.267663687E-1
1.430235955E2,-2.134522051E-1,2.679138184E-1,-1.235705838E-1
1.430256057E2,-2.113216817E-1,2.753706574E-1,-1.193095297E-1
1.430276159E2,-2.102564126E-1,2.828274965E-1,-1.171789989E-1
1.430296261E2,-2.113216817E-1,2.860232890E-1,-1.129179448E-1
1.430316363E2,-2.102564126E-1,2.924148738E-1,-1.097221524E-1
1.430336465E2,-2.091911435E-1,2.945453823E-1,-1.086568907E-1
1.430356567E2,-2.049300969E-1,2.977411747E-1,-1.033305749E-1
1.430376669E2,-2.027995586E-1,3.030675054E-1,-9.800425172E-2
1.430396771E2,-1.985385120E-1,3.051980436E-1,-9.587372839E-2
1.430416873E2,-1.964079887E-1,3.062632978E-1,-9.267793596E-2
1.430436976E2,-1.900164038E-1,3.115896285E-1,-8.735162020E-2
1.430457078E2,-1.857553422E-1,3.147853911E-1,-8.415582776E-2
1.430477180E2,-1.825595498E-1,3.169159293E-1,-7.989477366E-2
1.430497282E2,-1.772332340E-1,3.201117218E-1,-7.776424289E-2
1.430517384E2,-1.729721874E-1,3.265033066E-1,-7.456845790E-2
1.430537486E2,-1.665806025E-1,3.307643533E-1,-7.137266546E-2
1.430557588E2,-1.612542868E-1,3.360906839E-1,-6.924213469E-2
1.430577690E2,-1.548627019E-1,3.392864764E-1,-6.604634225E-2
